"cat","val","species","common_name"
"Licht:","Sonne bis Halbschatten","Deutzia-scabra","Raublättrige Deutzie"
"Boden:","durchlässig bis humus","Deutzia-scabra","Raublättrige Deutzie"
"Wasser:","feucht bis frisch","Deutzia-scabra","Raublättrige Deutzie"
"Nährstoffe:","nährstoffreicher Boden","Deutzia-scabra","Raublättrige Deutzie"
"PH-Wert:","sauer","Deutzia-scabra","Raublättrige Deutzie"
"Pflanzenart:","Gehölz","Deutzia-scabra","Raublättrige Deutzie"
"Wuchs:"," aufrecht, dicht verzweigt","Deutzia-scabra","Raublättrige Deutzie"
"Höhe:","2,5 - 3,5 m","Deutzia-scabra","Raublättrige Deutzie"
"Breite:","1,8 - 2,5 m","Deutzia-scabra","Raublättrige Deutzie"
"Zuwachs:","30 - 80 cm/Jahr","Deutzia-scabra","Raublättrige Deutzie"
"schnittverträglich:","ja","Deutzia-scabra","Raublättrige Deutzie"
"Wurzelsystem:","Flachwurzler","Deutzia-scabra","Raublättrige Deutzie"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Deutzia-scabra","Raublättrige Deutzie"
"Blütenfarbe:"," weiß","Deutzia-scabra","Raublättrige Deutzie"
"Blühzeit:","jfmamjjasond","Deutzia-scabra","Raublättrige Deutzie"
"Blütenform:","rispenförmig","Deutzia-scabra","Raublättrige Deutzie"
"Nektarwert:","1 von 4","Deutzia-scabra","Raublättrige Deutzie"
"Pollenwert:","1 von 4","Deutzia-scabra","Raublättrige Deutzie"
"Pflanzen je ㎡:","2","Deutzia-scabra","Raublättrige Deutzie"
"Ordnung:","Hartriegelartige","Deutzia-scabra","Raublättrige Deutzie"
"Familie:","Hortensiengewächse","Deutzia-scabra","Raublättrige Deutzie"
"Gattung:","Deutzien","Deutzia-scabra","Raublättrige Deutzie"
"Licht:","Sonne bis Halbschatten","Erica-carnea","Schnee-Heide"
"Boden:","durchlässig bis humus","Erica-carnea","Schnee-Heide"
"Wasser:","frisch bis trocken","Erica-carnea","Schnee-Heide"
"Kübel/Balkon geeignet:","ja","Erica-carnea","Schnee-Heide"
"Pflanzenart:","Gehölz","Erica-carnea","Schnee-Heide"
"Höhe:","15 - 30 cm","Erica-carnea","Schnee-Heide"
"Breite:","30 - 50 cm","Erica-carnea","Schnee-Heide"
"Zuwachs:","2 - 8 cm/Jahr","Erica-carnea","Schnee-Heide"
"schnittverträglich:","ja","Erica-carnea","Schnee-Heide"
"Wurzelsystem:","Flachwurzler","Erica-carnea","Schnee-Heide"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Erica-carnea","Schnee-Heide"
"Blütenfarbe:"," rosa","Erica-carnea","Schnee-Heide"
"Blühzeit:","jfmamjjasond","Erica-carnea","Schnee-Heide"
"Blütenform:","glockenförmig, rispenförmig","Erica-carnea","Schnee-Heide"
"Bienen:","Bienenweide","Erica-carnea","Schnee-Heide"
"Schmetterlinge:","Schmetterlingsweide (2 Arten)","Erica-carnea","Schnee-Heide"
"Raupenfutterpflanze:","2 Arten","Erica-carnea","Schnee-Heide"
"Säugetiere:","2 fressende Arten","Erica-carnea","Schnee-Heide"
"Ordnung:","Heidekrautartige","Erica-carnea","Schnee-Heide"
"Familie:","Heidekrautgewächse","Erica-carnea","Schnee-Heide"
"Gattung:","Heidekräuter","Erica-carnea","Schnee-Heide"
"Licht:","Sonne bis Halbschatten","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Boden:","durchlässig bis normal","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Wasser:","feucht bis frisch","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Nährstoffe:","nährstoffreicher Boden","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Pflanzenart:","Gehölz","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Wuchs:","aufrechter Strauch oder kleiner Baum, überhängend im Alter","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Höhe:","2,5 - 5 m","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Breite:","1,5 - 3,5 m","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Zuwachs:","20 - 25 cm/Jahr","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Wurzelsystem:","Flachwurzler","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Blütenfarbe:"," weiß","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Blühzeit:","jfmamjjasond","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Blütenform:","ungefüllt, zwittrig, unscheinbar","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Bienen:","Bienenweide (1 Arten)","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Schmetterlinge:","Schmetterlingsweide (8 Arten)","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Raupenfutterpflanze:","7 Arten","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Vögel:","Vogelnährgehölz (7 Arten)","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Säugetiere:","7 fressende Arten","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Jahreszeitlich Aspekte:","Herbstfärbung","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Ordnung:","Spindelbaumartige","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Familie:","Spindelbaumgewächse","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Gattung:","Spindelsträucher","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Landeplatz:","wird gut","Euonymus-europaeus","Pfaffenhütchen,Gemeiner Spindelbaum"
"Licht:","Sonne bis Halbschatten","Euonymus-fortunei","Kletternder Spindelstrauch"
"Boden:","durchlässig bis normal","Euonymus-fortunei","Kletternder Spindelstrauch"
"Wasser:","feucht bis frisch","Euonymus-fortunei","Kletternder Spindelstrauch"
"Nährstoffe:","nährstoffreicher Boden","Euonymus-fortunei","Kletternder Spindelstrauch"
"Pflanzenart:","Gehölz","Euonymus-fortunei","Kletternder Spindelstrauch"
"Wuchs:","kletternd, kriechend","Euonymus-fortunei","Kletternder Spindelstrauch"
"Höhe:","20 - 60 cm","Euonymus-fortunei","Kletternder Spindelstrauch"
"Breite:","20 - 60 cm","Euonymus-fortunei","Kletternder Spindelstrauch"
"Zuwachs:","5 - 15 cm/Jahr","Euonymus-fortunei","Kletternder Spindelstrauch"
"Wurzelsystem:","Flachwurzler","Euonymus-fortunei","Kletternder Spindelstrauch"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Euonymus-fortunei","Kletternder Spindelstrauch"
"Blütenfarbe:"," grün","Euonymus-fortunei","Kletternder Spindelstrauch"
"Blühzeit:","jfmamjjasond","Euonymus-fortunei","Kletternder Spindelstrauch"
"Blütenform:","klein, unscheinbar","Euonymus-fortunei","Kletternder Spindelstrauch"
"Pflanzen je ㎡:","5","Euonymus-fortunei","Kletternder Spindelstrauch"
"Ordnung:","Spindelbaumartige","Euonymus-fortunei","Kletternder Spindelstrauch"
"Familie:","Spindelbaumgewächse","Euonymus-fortunei","Kletternder Spindelstrauch"
"Gattung:","Spindelsträucher","Euonymus-fortunei","Kletternder Spindelstrauch"
"Licht:","Sonne bis Schatten","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Boden:","normal bis humus","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Wasser:","feucht bis frisch","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Nährstoffe:","nährstoffreicher Boden","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Pflanzenart:","Gehölz","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Wuchs:","dicht verzweigt und blickdicht, bildet gerade Stämme","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Höhe:","20 - 30 m","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Breite:","6 - 8 m","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Zuwachs:","20 - 50 cm/Jahr","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"schnittverträglich:","ja","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Wurzelsystem:","Herzwurzler","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Blütenfarbe:"," grün","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Blühzeit:","jfmamjjasond","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Blütenform:","unscheinbar, klein","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Fruchfarbe:","braun","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Fruchgröße:","Bucheckern","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Schmetterlinge:","Schmetterlingsweide (68 Arten)","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Raupenfutterpflanze:","68 Arten","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Pollenwert:","2 von 4","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Säugetiere:","68 fressende Arten","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Pflanzen je ㎡:","1","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Jahreszeitlich Aspekte:","Herbstfärbung","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Ordnung:","Buchenartige","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Familie:","Buchengewächse","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Gattung:","Buchen","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Nistplatz:","wird gut als Nistplatz verwendet","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Landeplatz:","wird gut","Fagus-sylvatica","Gewöhnliche Buche,Rotbuche"
"Licht:","Sonne bis Schatten","Hedera-helix","Efeu"
"Boden:","normal","Hedera-helix","Efeu"
"Wasser:","frisch bis trocken","Hedera-helix","Efeu"
"Kübel/Balkon geeignet:","ja","Hedera-helix","Efeu"
"Pflanzenart:","Gehölz","Hedera-helix","Efeu"
"Wuchs:","kletternd, Selbstklimmer","Hedera-helix","Efeu"
"Höhe:","4 - 20 m","Hedera-helix","Efeu"
"schnittverträglich:","ja","Hedera-helix","Efeu"
"Wurzelsystem:","Herzwurzler","Hedera-helix","Efeu"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Hedera-helix","Efeu"
"Blütenfarbe:"," grün","Hedera-helix","Efeu"
"Blühzeit:","jfmamjjasond","Hedera-helix","Efeu"
"Blütenform:","doldenförmig","Hedera-helix","Efeu"
"Fruchtreife:","jfmamjjasond","Hedera-helix","Efeu"
"Fruchfarbe:","blau-schwarz","Hedera-helix","Efeu"
"Fruchgröße:","kugelig, beerenähnlich","Hedera-helix","Efeu"
"Bienen:","Bienenweide (1 Arten)","Hedera-helix","Efeu"
"Schmetterlinge:","Schmetterlingsweide (7 Arten)","Hedera-helix","Efeu"
"Raupenfutterpflanze:","5 Arten","Hedera-helix","Efeu"
"Nektarwert:","2 von 4","Hedera-helix","Efeu"
"Pollenwert:","2 von 4","Hedera-helix","Efeu"
"Säugetiere:","5 fressende Arten","Hedera-helix","Efeu"
"Pflanzen je ㎡:","6","Hedera-helix","Efeu"
"Ordnung:","Doldenblütlerartige","Hedera-helix","Efeu"
"Familie:","Araliengewächse","Hedera-helix","Efeu"
"Gattung:","Efeu","Hedera-helix","Efeu"
"Licht:","Sonne","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Boden:","durchlässig bis humus","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Wasser:","frisch bis trocken","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Nährstoffe:","nährstoffreicher Boden","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Kübel/Balkon geeignet:","ja","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Pflanzenart:","Gehölz","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Wuchs:","aufrecht, strauchartig, langsam wachsend","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Höhe:","1,5 - 2 m","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Breite:","1 - 1,5 m","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"schnittverträglich:","ja","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Wurzelsystem:","Herzwurzler","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Frostverträglich:","bis -17 °C (bis Klimazone 7)","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Blütenfarbe:"," rosa","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Blühzeit:","jfmamjjasond","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Blütenform:","trichterförmig, Einzelblüte","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Nektarwert:","1 von 4","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Pollenwert:","3 von 4","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Pflanzen je ㎡:","1","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Jahreszeitlich Aspekte:","Herbstfärbung","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Ordnung:","Malvenartige","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Familie:","Malvengewächse","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Gattung:","Hibiskus","Hibiscus-syriacus","Straucheibisch,Garteneibisch, Roseneibisch, Scharonrose, Gartenhibiskus"
"Licht:","","Hydrangea-anomala","Hydrangea anomala"
"Wasser:","","Hydrangea-anomala","Hydrangea anomala"
"Pflanzenart:","Gehölz","Hydrangea-anomala","Hydrangea anomala"
"Wuchs:","kletternd","Hydrangea-anomala","Hydrangea anomala"
"Ordnung:","Hartriegelartige","Hydrangea-anomala","Hydrangea anomala"
"Familie:","Hortensiengewächse","Hydrangea-anomala","Hydrangea anomala"
"Gattung:","Hortensien","Hydrangea-anomala","Hydrangea anomala"
"Licht:","Halbschatten","Hydrangea-macrophylla","Garten-Hortensie"
"Boden:","durchlässig","Hydrangea-macrophylla","Garten-Hortensie"
"Wasser:","frisch","Hydrangea-macrophylla","Garten-Hortensie"
"Nährstoffe:","nährstoffreicher Boden","Hydrangea-macrophylla","Garten-Hortensie"
"PH-Wert:","sauer","Hydrangea-macrophylla","Garten-Hortensie"
"Kübel/Balkon geeignet:","ja","Hydrangea-macrophylla","Garten-Hortensie"
"Pflanzenart:","Gehölz","Hydrangea-macrophylla","Garten-Hortensie"
"Wuchs:"," aufrecht, ausladend","Hydrangea-macrophylla","Garten-Hortensie"
"Höhe:","1,2 - 1,5 m","Hydrangea-macrophylla","Garten-Hortensie"
"Breite:","1 - 1,3 m","Hydrangea-macrophylla","Garten-Hortensie"
"Zuwachs:","10 - 15 cm/Jahr","Hydrangea-macrophylla","Garten-Hortensie"
"schnittverträglich:","ja","Hydrangea-macrophylla","Garten-Hortensie"
"Wurzelsystem:","Flachwurzler","Hydrangea-macrophylla","Garten-Hortensie"
"Blütenfarbe:"," rosa","Hydrangea-macrophylla","Garten-Hortensie"
"Blühzeit:","jfmamjjasond","Hydrangea-macrophylla","Garten-Hortensie"
"Blütenform:","flache, tellerförmige","Hydrangea-macrophylla","Garten-Hortensie"
"Anwendung im Beet:","Strukturpflanze","Hydrangea-macrophylla","Garten-Hortensie"
"Ordnung:","Hartriegelartige","Hydrangea-macrophylla","Garten-Hortensie"
"Familie:","Hortensiengewächse","Hydrangea-macrophylla","Garten-Hortensie"
"Gattung:","Hortensien","Hydrangea-macrophylla","Garten-Hortensie"
"Licht:","Sonne bis Halbschatten","Hydrangea-paniculata","Rispen-Hortensie"
"Boden:","durchlässig bis humus","Hydrangea-paniculata","Rispen-Hortensie"
"Wasser:","feucht","Hydrangea-paniculata","Rispen-Hortensie"
"Nährstoffe:","nährstoffreicher Boden","Hydrangea-paniculata","Rispen-Hortensie"
"PH-Wert:","sauer","Hydrangea-paniculata","Rispen-Hortensie"
"Pflanzenart:","Gehölz","Hydrangea-paniculata","Rispen-Hortensie"
"Wuchs:"," aufrecht, lockerer ","Hydrangea-paniculata","Rispen-Hortensie"
"Höhe:","2 - 2,5 m","Hydrangea-paniculata","Rispen-Hortensie"
"Breite:","1,75 - 2,5 m","Hydrangea-paniculata","Rispen-Hortensie"
"Zuwachs:","20 - 35 cm/Jahr","Hydrangea-paniculata","Rispen-Hortensie"
"schnittverträglich:","ja","Hydrangea-paniculata","Rispen-Hortensie"
"Wurzelsystem:","Flachwurzler","Hydrangea-paniculata","Rispen-Hortensie"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Hydrangea-paniculata","Rispen-Hortensie"
"Blütenfarbe:"," weiß","Hydrangea-paniculata","Rispen-Hortensie"
"Blühzeit:","jfmamjjasond","Hydrangea-paniculata","Rispen-Hortensie"
"Blütenform:","kegelförmig, rispenartig","Hydrangea-paniculata","Rispen-Hortensie"
"Schmetterlinge:","Schmetterlingsweide","Hydrangea-paniculata","Rispen-Hortensie"
"Nektarwert:","2 von 4","Hydrangea-paniculata","Rispen-Hortensie"
"Pollenwert:","2 von 4","Hydrangea-paniculata","Rispen-Hortensie"
"Jahreszeitlich Aspekte:","Herbstfärbung","Hydrangea-paniculata","Rispen-Hortensie"
"Ordnung:","Hartriegelartige","Hydrangea-paniculata","Rispen-Hortensie"
"Familie:","Hortensiengewächse","Hydrangea-paniculata","Rispen-Hortensie"
"Gattung:","Hortensien","Hydrangea-paniculata","Rispen-Hortensie"
"Licht:","Sonne bis Schatten","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Boden:","durchlässig bis humus","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Wasser:","frisch bis trocken","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Nährstoffe:","normaler Boden","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Pflanzenart:","Gehölz","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Wuchs:","teppichartig, flach","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Höhe:","20 - 30 cm","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Breite:","30 - 40 cm","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Wurzelsystem:","Flachwurzler","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Wurzelausläufer:","Ausläufer","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Blütenfarbe:"," gelb","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Blühzeit:","jfmamjjasond","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Blütenform:","sternförmig, kronblättrig, radiärsymmetrisch","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Nektarwert:","1 von 4","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Pollenwert:","3 von 4","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Pflanzen je ㎡:","6","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Ordnung:","Malpighienartige","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Familie:","Johanniskrautgewächse","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Gattung:","Johanniskräuter","Hypericum-calycinum","Großkelchiges Johanniskraut,Teppich-Johanniskraut"
"Licht:","Halbschatten bis Schatten","Ilex-aquifolium","Europäische Stechpalme"
"Boden:","durchlässig bis normal","Ilex-aquifolium","Europäische Stechpalme"
"Wasser:","frisch","Ilex-aquifolium","Europäische Stechpalme"
"Nährstoffe:","nährstoffreicher Boden","Ilex-aquifolium","Europäische Stechpalme"
"PH-Wert:","sauer","Ilex-aquifolium","Europäische Stechpalme"
"Kübel/Balkon geeignet:","ja","Ilex-aquifolium","Europäische Stechpalme"
"Pflanzenart:","Gehölz","Ilex-aquifolium","Europäische Stechpalme"
"Wuchs:","kegelförmig, aufrecht, dicht","Ilex-aquifolium","Europäische Stechpalme"
"Höhe:","2,5 - 4,5 m","Ilex-aquifolium","Europäische Stechpalme"
"Breite:","4 - 6 m","Ilex-aquifolium","Europäische Stechpalme"
"Zuwachs:","20 - 50 cm/Jahr","Ilex-aquifolium","Europäische Stechpalme"
"Wurzelsystem:","Herzwurzler","Ilex-aquifolium","Europäische Stechpalme"
"Frostverträglich:","bis -17 °C (bis Klimazone 7)","Ilex-aquifolium","Europäische Stechpalme"
"Blütenfarbe:"," weiß","Ilex-aquifolium","Europäische Stechpalme"
"Blühzeit:","jfmamjjasond","Ilex-aquifolium","Europäische Stechpalme"
"Blütenform:","klein, büschelförmig","Ilex-aquifolium","Europäische Stechpalme"
"Fruchtreife:","jfmamjjasond","Ilex-aquifolium","Europäische Stechpalme"
"Fruchfarbe:","rot","Ilex-aquifolium","Europäische Stechpalme"
"Fruchgröße:","etwa erbsengroß, kugelig","Ilex-aquifolium","Europäische Stechpalme"
"Fruchtaroma:","giftig ","Ilex-aquifolium","Europäische Stechpalme"
"Bienen:","Bienenweide (12 Arten)","Ilex-aquifolium","Europäische Stechpalme"
"Schmetterlinge:","Schmetterlingsweide (1 Arten)","Ilex-aquifolium","Europäische Stechpalme"
"Raupenfutterpflanze:","1 Arten","Ilex-aquifolium","Europäische Stechpalme"
"Vögel:","Vogelnährgehölz (1 Arten)","Ilex-aquifolium","Europäische Stechpalme"
"Säugetiere:","1 fressende Arten","Ilex-aquifolium","Europäische Stechpalme"
"Pflanzen je ㎡:","1","Ilex-aquifolium","Europäische Stechpalme"
"Ordnung:","Stechpalmenartige","Ilex-aquifolium","Europäische Stechpalme"
"Familie:","Stechpalmengewächse","Ilex-aquifolium","Europäische Stechpalme"
"Gattung:","Stechpalmen","Ilex-aquifolium","Europäische Stechpalme"
"Nistplatz:","wird gut als Nistplatz verwendet","Ilex-aquifolium","Europäische Stechpalme"
"Licht:","Sonne bis Halbschatten","Ilex-crenata","Japanische Stechpalme"
"Boden:","durchlässig bis normal","Ilex-crenata","Japanische Stechpalme"
"Wasser:","frisch","Ilex-crenata","Japanische Stechpalme"
"Nährstoffe:","nährstoffreicher Boden","Ilex-crenata","Japanische Stechpalme"
"Kübel/Balkon geeignet:","ja","Ilex-crenata","Japanische Stechpalme"
"Pflanzenart:","Gehölz","Ilex-crenata","Japanische Stechpalme"
"Höhe:","2 - 3,5 m","Ilex-crenata","Japanische Stechpalme"
"Breite:","1 - 3 m","Ilex-crenata","Japanische Stechpalme"
"Zuwachs:","25 - 50 cm/Jahr","Ilex-crenata","Japanische Stechpalme"
"Wurzelsystem:","Herzwurzler","Ilex-crenata","Japanische Stechpalme"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Ilex-crenata","Japanische Stechpalme"
"Blütenfarbe:"," weiß","Ilex-crenata","Japanische Stechpalme"
"Blühzeit:","jfmamjjasond","Ilex-crenata","Japanische Stechpalme"
"Ordnung:","Stechpalmenartige","Ilex-crenata","Japanische Stechpalme"
"Familie:","Stechpalmengewächse","Ilex-crenata","Japanische Stechpalme"
"Gattung:","Stechpalmen","Ilex-crenata","Japanische Stechpalme"
"Licht:","Sonne bis Halbschatten","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Boden:","humus","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Wasser:","feucht bis frisch","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Nährstoffe:","nährstoffreicher Boden","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"PH-Wert:","basisch / kalk","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Kübel/Balkon geeignet:","ja","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Pflanzenart:","Gehölz","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Wuchs:","bodendeckend, strauchartig oder kletternd","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Höhe:","2 - 3 m","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Breite:","1,5 - 2 m","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Wurzelsystem:","Flachwurzler","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Blütenfarbe:"," gelb","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Blühzeit:","jfmamjjasond","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Blütenform:"," einfach, stieltellerförmig","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Ordnung:","Lippenblütlerartige","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Familie:","Ölbaumgewächse","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Gattung:","Jasminum","Jasminum-nudiflorum","Winter-Jasmin,Echter Winter-Jasmin, Gelber Winter-Jasmin"
"Licht:","Sonne","Juglans-regia","Echte Walnuss"
"Boden:","durchlässig bis humus","Juglans-regia","Echte Walnuss"
"Wasser:","feucht bis frisch","Juglans-regia","Echte Walnuss"
