"fed_state","species_cleaned","species_naturadb","rl_cat","naturadb_common_name","Bienen","Blütenfarbe","Boden","Dachbegrünung geeignet","Familie","Frostverträglich","Gattung","Höhe","Kübel/Balkon geeignet","Licht","Nährstoffe","PH-Wert","Säugetiere","Schmetterlinge","Vögel","Wasser"
"Sachsen","Hypericum elodes","hypericum-elodes","0","Sumpf-Johanniskraut",NA,"gelb","durchlässig bis normal",NA,"Johanniskrautgewächse",NA,"Johanniskräuter","10 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Hypericum hirsutum","hypericum-hirsutum","3","Behaartes Johanniskraut,Rauhaariges Hartheu","Bienenweide","gelb","humus",NA,"Johanniskrautgewächse",NA,"Johanniskräuter","40 - 100 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"frisch"
"Sachsen","Hypericum montanum","hypericum-montanum","3","Berg-Johanniskraut",NA,"gelb","durchlässig bis normal",NA,"Johanniskrautgewächse",NA,"Johanniskräuter","30 - 80 cm",NA,"Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"frisch bis trocken"
"Sachsen","Hypochaeris glabra","hypochaeris-glabra","1","Kahles Ferkelkraut","Bienenweide","gelb","durchlässig bis humus",NA,"Korbblütler",NA,"Ferkelkräuter","15 - 30 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Sachsen","Hypochaeris maculata","hypochaeris-maculata","1","Geflecktes Ferkelkraut","Bienenweide (1 Arten)","gelb","durchlässig bis humus",NA,"Korbblütler",NA,"Ferkelkräuter","20 - 100 cm",NA,"Sonne bis Halbschatten","normaler Boden","basisch / kalk","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"trocken"
"Sachsen","Inula britannica","inula-britannica","3","Wiesen-Alant","Bienenweide (3 Arten)","gelb","durchlässig bis normal",NA,"Korbblütler","bis -17 °C (bis Klimazone 7)","Alante","20 - 60 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Inula conyzae","inula-conyzae","3","Dürrwurz-Alant",NA,"braun","normal bis humus",NA,"Korbblütler",NA,"Alante","50 - 100 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Inula hirta","inula-hirta","1","Rauer Alant","Bienenweide (3 Arten)","gelb","durchlässig bis humus",NA,"Korbblütler","bis -34 °C (bis Klimazone 4)","Alante","15 - 45 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","basisch / kalk",NA,NA,NA,"frisch bis trocken"
"Sachsen","Inula salicina","inula-salicina","2","Weidenblättriger Alant","Bienenweide (7 Arten)","gelb","humus",NA,"Korbblütler","bis -23 °C (bis Klimazone 6)","Alante","25 - 40 cm","ja","Sonne","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (3 Arten)",NA,"feucht bis trocken"
"Sachsen","Inula salicina ssp. salicina","inula-salicina","2","Weidenblättriger Alant","Bienenweide (7 Arten)","gelb","humus",NA,"Korbblütler","bis -23 °C (bis Klimazone 6)","Alante","25 - 40 cm","ja","Sonne","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (3 Arten)",NA,"feucht bis trocken"
"Sachsen","Iris sibirica","iris-sibirica","2","Sibirische Schwertlilie,Wiesen-Schwertlilie, Blaue Schwertlilie",NA,"blau","durchlässig bis lehmig",NA,"Schwertliliengewächse","bis -28 °C (bis Klimazone 5)","Schwertlilien","30 - 80 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Isatis tinctoria","isatis-tinctoria","V","Färberwaid","Bienenweide (18 Arten)","gelb","durchlässig",NA,"Kreuzblütler",NA,"Waid","50 - 120 cm",NA,"Sonne","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"trocken"
"Sachsen","Isatis tinctoria ssp. tinctoria","isatis-tinctoria","V","Färberwaid","Bienenweide (18 Arten)","gelb","durchlässig",NA,"Kreuzblütler",NA,"Waid","50 - 120 cm",NA,"Sonne","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"trocken"
"Sachsen","Juncus subnodulosus","juncus-subnodulosus","1","Stumpfblütige Binse",NA,"braun","durchlässig bis humus",NA,"Binsengewächse",NA,"Binsen","40 - 130 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Sachsen","Juniperus communis","juniperus-communis","2","Gewöhnlicher Wacholder,Gemeiner Wacholder",NA,"grün","normal",NA,"Zypressengewächse","bis -40 °C (bis Klimazone 3)","Wacholder","5 - 4,5 m","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,"10 fressende Arten","Schmetterlingsweide (10 Arten)","Vogelnährgehölz (10 Arten)","trocken"
"Sachsen","Juniperus communis ssp. communis","juniperus-communis","2","Gewöhnlicher Wacholder,Gemeiner Wacholder",NA,"grün","normal",NA,"Zypressengewächse","bis -40 °C (bis Klimazone 3)","Wacholder","5 - 4,5 m","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,"10 fressende Arten","Schmetterlingsweide (10 Arten)","Vogelnährgehölz (10 Arten)","trocken"
"Sachsen","Kickxia spuria","kickxia-spuria","0","Eiblättriges Tännelkraut,Eiblättriges Schlangenmaul, Eiblättriges Leinkraut",NA,"gelb","normal",NA,"Wegerichgewächse",NA,"Tännelkräuter","15 - 15 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Kickxia spuria ssp. spuria","kickxia-spuria","0","Eiblättriges Tännelkraut,Eiblättriges Schlangenmaul, Eiblättriges Leinkraut",NA,"gelb","normal",NA,"Wegerichgewächse",NA,"Tännelkräuter","15 - 15 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Knautia drymeia","knautia-drymeia","1","Ungarische Witwenblume","Bienenweide (1 Arten)","violett","durchlässig bis humus",NA,"Geißblattgewächse",NA,"Witwenblume","30 - 40 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide",NA,"frisch bis trocken"
"Sachsen","Knautia drymeia ssp. drymeia","knautia-drymeia","1","Ungarische Witwenblume","Bienenweide (1 Arten)","violett","durchlässig bis humus",NA,"Geißblattgewächse",NA,"Witwenblume","30 - 40 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,"Schmetterlingsweide",NA,"frisch bis trocken"
"Sachsen","Koeleria glauca","koeleria-glauca","1","Blaugraue Kammschmiele,Schillergras",NA,"grün","normal","ja","Süßgräser","bis -34 °C (bis Klimazone 4)","Schillergräser","15 - 30 cm","ja","Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Sachsen","Koeleria pyramidata","koeleria-pyramidata","3","Großes Schillergras,Pyramiden-Schillergras",NA,"weiß","durchlässig bis normal",NA,"Süßgräser","bis -45,5 °C (bis Klimazone 2)","Schillergräser","40 - 90 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"frisch bis trocken"
"Sachsen","Koeleria pyramidata ssp. pyramidata","koeleria-pyramidata","3","Großes Schillergras,Pyramiden-Schillergras",NA,"weiß","durchlässig bis normal",NA,"Süßgräser","bis -45,5 °C (bis Klimazone 2)","Schillergräser","40 - 90 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"frisch bis trocken"
"Sachsen","Lactuca perennis","lactuca-perennis","1","Blauer Lattich","Bienenweide (3 Arten)","lila","normal",NA,"Korbblütler","bis -17 °C (bis Klimazone 7)","Lattiche","30 - 60 cm","ja","Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,NA,NA,"frisch bis trocken"
"Sachsen","Laserpitium latifolium","laserpitium-latifolium","0","Breitblättriges Laserkraut","Bienenweide (1 Arten)","weiß","durchlässig bis humus",NA,"Doldenblütler",NA,"Laserkräuter","50 - 150 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Sachsen","Laserpitium prutenicum","laserpitium-prutenicum","1","Preußisches Laserkraut",NA,"gelb","durchlässig",NA,"Doldenblütler",NA,"Laserkräuter","30 - 100 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Laserpitium prutenicum ssp. prutenicum","laserpitium-prutenicum","1","Preußisches Laserkraut",NA,"gelb","durchlässig",NA,"Doldenblütler",NA,"Laserkräuter","30 - 100 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Lathyrus linifolius","lathyrus-linifolius","V","Berg-Platterbse","Bienenweide (2 Arten)","blau","durchlässig bis humus",NA,"Hülsenfrüchtler","bis -28 °C (bis Klimazone 5)","Platterbsen","15 - 30 cm",NA,"Sonne","nährstoffarmer Boden","sauer",NA,NA,NA,"frisch bis trocken"
"Sachsen","Lathyrus niger","lathyrus-niger","2","Schwarze Platterbse",NA,"pink","durchlässig",NA,"Hülsenfrüchtler","bis -23 °C (bis Klimazone 6)","Platterbsen","30 - 90 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Sachsen","Lathyrus palustris","lathyrus-palustris","0","Sumpf-Platterbse",NA,"violett","lehmig",NA,"Hülsenfrüchtler",NA,"Platterbsen","30 - 120 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Sachsen","Lathyrus tuberosus","lathyrus-tuberosus","3","Knollen-Platterbse","Bienenweide (10 Arten)","rot",NA,NA,"Hülsenfrüchtler","bis -28 °C (bis Klimazone 5)","Platterbsen","20 - 150 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"trocken"
"Sachsen","Lathyrus vernus","lathyrus-vernus","V","Frühlings-Platterbse","Bienenweide (4 Arten)","violett","durchlässig bis humus",NA,"Hülsenfrüchtler","bis -34 °C (bis Klimazone 4)","Platterbsen","30 - 40 cm",NA,"Halbschatten","nährstoffreicher Boden",NA,"3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"frisch"
"Sachsen","Legousia speculum-veneris","legousia-speculum-veneris","1","Venus-Frauenspiegel",NA,"violett","normal bis lehmig",NA,"Glockenblumengewächse",NA,"Frauenspiegel","10 - 30 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"frisch"
"Sachsen","Leonurus cardiaca","leonurus-cardiaca","V","Echtes Herzgespann,Löwenschweif","Bienenweide","rosa","durchlässig bis humus","ja","Lippenblütler","bis -40 °C (bis Klimazone 3)","Leonorus","70 - 120 cm","ja","Sonne bis Halbschatten","normaler bis nährstoffreicher Boden",NA,NA,NA,NA,"frisch bis trocken"
"Sachsen","Leonurus cardiaca ssp. cardiaca","leonurus-cardiaca","V","Echtes Herzgespann,Löwenschweif","Bienenweide","rosa","durchlässig bis humus","ja","Lippenblütler","bis -40 °C (bis Klimazone 3)","Leonorus","70 - 120 cm","ja","Sonne bis Halbschatten","normaler bis nährstoffreicher Boden",NA,NA,NA,NA,"frisch bis trocken"
"Sachsen","Leucanthemum ircutianum","leucanthemum-ircutianum","V","Fettwiesen-Margerite",NA,"weiß","durchlässig",NA,"Korbblütler",NA,"Margeriten","50 - 100 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"frisch bis trocken"
"Sachsen","Leucanthemum ircutianum ssp. ircutianum","leucanthemum-ircutianum","V","Fettwiesen-Margerite",NA,"weiß","durchlässig",NA,"Korbblütler",NA,"Margeriten","50 - 100 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"frisch bis trocken"
"Sachsen","Leucojum vernum","leucojum-vernum","3","Märzenbecher","Bienenweide","weiß","durchlässig",NA,"Amaryllisgewächse","bis -28 °C (bis Klimazone 5)","Knotenblumen","10 - 30 cm","ja","Halbschatten bis Schatten","nährstoffreicher Boden","sauer",NA,NA,NA,"feucht bis frisch"
"Sachsen","Lilium martagon","lilium-martagon","3","Türkenbundlilie",NA,"violett","durchlässig bis humus",NA,"Liliengewächse","bis -34 °C (bis Klimazone 4)","Lilien","40 - 100 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk","1 fressende Arten","Schmetterlingsweide (5 Arten)",NA,"frisch bis trocken"
"Sachsen","Listera ovata","listera-ovata","V","Großes Zweiblatt",NA,"gelb","lehmig",NA,"Orchideen",NA,"Zweiblatt","20 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (2 Arten)",NA,"frisch"
"Sachsen","Lithospermum officinale","lithospermum-officinale","0","Echter Steinsame",NA,"weiß","lehmig",NA,"Raublattgewächse",NA,"Rindszungen","30 - 100 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"frisch"
"Sachsen","Lolium temulentum","lolium-temulentum","0","Taumel-Lolch,Rauschgras, Schwindelweizen,",NA,"grün","lehmig",NA,"Süßgräser",NA,"Lolch","20 - 90 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Sachsen","Lonicera nigra","lonicera-nigra","V","Schwarze Heckenkirsche",NA,"rosa","humus",NA,"Geißblattgewächse",NA,"Heckenkirschen","50 - 200 cm",NA,"Schatten","normaler Boden",NA,"5 fressende Arten","Schmetterlingsweide (5 Arten)","Vogelnährgehölz (5 Arten)","frisch"
"Sachsen","Lotus maritimus","lotus-maritimus","1","Gelbe Spargelerbse",NA,"gelb","normal",NA,"Hülsenfrüchtler",NA,"Hornklee","10 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Sachsen","Lunaria rediviva","lunaria-rediviva","V","Ausdauerndes Silberblatt,Mehrjähriges Silberblatt, Wilde Mondviole","Bienenweide (1 Arten)","rosa","lehmig",NA,"Kreuzblütler","bis -23 °C (bis Klimazone 6)","Silberblätter","30 - 140 cm",NA,"Sonne bis Schatten","nährstoffreicher Boden","basisch / kalk","2 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"feucht bis frisch"
"Sachsen","Luzula sylvatica","luzula-sylvatica","3","Wald-Hainsimse,Wald-Marbel",NA,"braun","durchlässig bis humus",NA,"Binsengewächse","bis -23 °C (bis Klimazone 6)","Hainsimsen","30 - 50 cm",NA,"Sonne bis Schatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Sachsen","Luzula sylvatica ssp. sylvatica","luzula-sylvatica","3","Wald-Hainsimse,Wald-Marbel",NA,"braun","durchlässig bis humus",NA,"Binsengewächse","bis -23 °C (bis Klimazone 6)","Hainsimsen","30 - 50 cm",NA,"Sonne bis Schatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Sachsen","Lysimachia thyrsiflora","lysimachia-thyrsiflora","3","Strauß-Gilbweiderich","Bienenweide","gelb","normal bis lehmig",NA,"Primelgewächse","bis -23 °C (bis Klimazone 6)","Gilbweiderich","30 - 60 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Sachsen","Lythrum hyssopifolia","lythrum-hyssopifolia","1","Ysopblättriger Weiderich",NA,"violett","lehmig",NA,"Weiderichgewächse",NA,"Blutweideriche","5 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Malus sylvestris","malus-sylvestris","3","Wildapfel,Holzapfel","Bienenweide (17 Arten)","rosa","normal",NA,"Rosengewächse",NA,"Äpfel","5 - 15 m",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk","35 fressende Arten","Schmetterlingsweide (5 Arten)","Vogelnährgehölz (19 Arten)","frisch bis trocken"
"Sachsen","Malva alcea","malva-alcea","3","Rosen-Malve,Sigmarskraut, Spitzblatt-Malve","Bienenweide (1 Arten)","rosa","durchlässig bis humus",NA,"Malvengewächse","bis -34 °C (bis Klimazone 4)","Malven","40 - 120 cm",NA,"Sonne","normaler bis nährstoffreicher Boden",NA,"3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"frisch bis trocken"
"Sachsen","Marrubium vulgare","marrubium-vulgare","0","Gewöhnlicher Andorn,Mäuseohr","Bienenweide","weiß","durchlässig bis lehmig",NA,"Lippenblütler","bis -40 °C (bis Klimazone 3)","Marrubium","40 - 60 cm","ja","Sonne","normaler Boden","basisch / kalk","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"trocken"
"Sachsen","Medicago falcata","medicago-falcata","3","Sichelklee","Bienenweide (4 Arten)","gelb","durchlässig bis lehmig",NA,"Hülsenfrüchtler",NA,"Schneckenklee","10 - 40 cm","ja, Kübelgröße mittel","Sonne bis Halbschatten","normaler Boden","basisch / kalk","6 fressende Arten","Schmetterlingsweide (8 Arten)",NA,"frisch bis trocken"
"Sachsen","Melampyrum arvense","melampyrum-arvense","1","Acker-Wachtelweizen",NA,"pink","normal",NA,"Sommerwurzgewächse",NA,"Wachtelweizen","20 - 60 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,"1 fressende Arten","Schmetterlingsweide (2 Arten)",NA,"trocken"
"Sachsen","Melampyrum nemorosum","melampyrum-nemorosum","3","Hain-Wachtelweizen",NA,"gelb","durchlässig bis humus",NA,"Sommerwurzgewächse",NA,"Wachtelweizen","10 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","sauer",NA,"Schmetterlingsweide (3 Arten)",NA,"frisch"
"Sachsen","Melampyrum nemorosum ssp. nemorosum","melampyrum-nemorosum","3","Hain-Wachtelweizen",NA,"gelb","durchlässig bis humus",NA,"Sommerwurzgewächse",NA,"Wachtelweizen","10 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","sauer",NA,"Schmetterlingsweide (3 Arten)",NA,"frisch"
"Sachsen","Melampyrum nemorosum ssp. silesiacum","melampyrum-nemorosum","1","Hain-Wachtelweizen",NA,"gelb","durchlässig bis humus",NA,"Sommerwurzgewächse",NA,"Wachtelweizen","10 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","sauer",NA,"Schmetterlingsweide (3 Arten)",NA,"frisch"
"Sachsen","Melampyrum sylvaticum","melampyrum-sylvaticum","3","Wald-Wachtelweizen",NA,"gelb","durchlässig bis humus",NA,"Sommerwurzgewächse",NA,"Wachtelweizen","10 - 30 cm",NA,"Sonne bis Schatten","nährstoffarmer Boden","sauer",NA,"Schmetterlingsweide (2 Arten)",NA,"frisch"
"Sachsen","Melica transsilvanica","melica-transsilvanica","1","Siebenbürgisches Perlgras",NA,"gelb","durchlässig",NA,"Süßgräser","bis -23 °C (bis Klimazone 6)","Perlgräser","30 - 90 cm",NA,"Sonne","normaler Boden",NA,NA,NA,NA,"trocken"
"Sachsen","Melica transsilvanica ssp. transsilvanica","melica-transsilvanica","1","Siebenbürgisches Perlgras",NA,"gelb","durchlässig",NA,"Süßgräser","bis -23 °C (bis Klimazone 6)","Perlgräser","30 - 90 cm",NA,"Sonne","normaler Boden",NA,NA,NA,NA,"trocken"
"Sachsen","Melica uniflora","melica-uniflora","V","Einblütiges Perlgras",NA,"braun","durchlässig bis normal",NA,"Süßgräser","bis -28 °C (bis Klimazone 5)","Perlgräser","30 - 50 cm",NA,"Halbschatten bis Schatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Sachsen","Melittis melissophyllum","melittis-melissophyllum","1","Immenblatt",NA,"weiß","durchlässig bis humus",NA,"Lippenblütler","bis -23 °C (bis Klimazone 6)","Melittis","20 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"frisch"
"Sachsen","Melittis melissophyllum ssp. melissophyllum","melittis-melissophyllum","1","Immenblatt",NA,"weiß","durchlässig bis humus",NA,"Lippenblütler","bis -23 °C (bis Klimazone 6)","Melittis","20 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"frisch"
"Sachsen","Mentha longifolia","mentha-longifolia","G","Ross-Minze,Langblättrige Minze",NA,"lila","durchlässig bis lehmig",NA,"Lippenblütler","bis -23 °C (bis Klimazone 6)","Minzen","30 - 70 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (5 Arten)",NA,"feucht bis frisch"
"Sachsen","Mentha longifolia ssp. longifolia","mentha-longifolia","G","Ross-Minze,Langblättrige Minze",NA,"lila","durchlässig bis lehmig",NA,"Lippenblütler","bis -23 °C (bis Klimazone 6)","Minzen","30 - 70 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (5 Arten)",NA,"feucht bis frisch"
"Sachsen","Mentha pulegium","mentha-pulegium","1","Polei-Minze",NA,"rosa","durchlässig bis humus","ja","Lippenblütler","bis -23 °C (bis Klimazone 6)","Minzen","20 - 40 cm","ja","Sonne bis Schatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Sachsen","Menyanthes trifoliata","menyanthes-trifoliata","3","Fieberklee,Bitterklee",NA,"weiß","humus",NA,"Fieberkleegewächse","bis -40 °C (bis Klimazone 3)","Menyanthes","15 - 30 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden","sauer","3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"feucht"
"Sachsen","Mercurialis perennis","mercurialis-perennis","V","Ausdauerndes Bingelkraut",NA,"grün","durchlässig bis lehmig",NA,"Wolfsmilchgewächse","bis -23 °C (bis Klimazone 6)","Bingelkräuter","25 - 40 cm",NA,"Schatten","nährstoffreicher Boden","basisch / kalk","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Sachsen","Mespilus germanica","mespilus-germanica","3","Echte Mispel",NA,"weiß","durchlässig bis lehmig",NA,"Rosengewächse","bis -23 °C (bis Klimazone 6)","Mispeln","1,5 - 5 m",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Sachsen","Meum athamanticum","meum-athamanticum","V","Bärwurz","Bienenweide","rosa","durchlässig",NA,"Doldenblütler","bis -23 °C (bis Klimazone 6)","Meum","15 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Misopates orontium","misopates-orontium","2","Acker-Löwenmaul","Bienenweide (1 Arten)","rosa",NA,NA,"Wegerichgewächse",NA,"Misopates","10 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"frisch"
"Sachsen","Muscari comosum","muscari-comosum","1","Schopfige Traubenhyazinthe",NA,"violett","durchlässig bis normal","ja","Spargelgewächse","bis -17 °C (bis Klimazone 7)","Traubenhyazinthen","20 - 30 cm","ja","Sonne","normaler Boden",NA,NA,NA,NA,"frisch bis trocken"
"Sachsen","Nasturtium officinale","nasturtium-officinale","2","Gewöhnliche Brunnenkresse,Echte Brunnenkresse","Bienenweide","weiß","lehmig",NA,"Kreuzblütler","bis -28 °C (bis Klimazone 5)","Brunnenkressen","30 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"feucht bis frisch"
"Sachsen","Nepeta cataria","nepeta-cataria","2","Katzenminze","Bienenweide (1 Arten)","weiß","durchlässig",NA,"Lippenblütler","bis -40 °C (bis Klimazone 3)","Katzenminzen","50 - 100 cm","ja, Kübelgröße mittel","Sonne","normaler Boden",NA,NA,"Schmetterlingsweide",NA,"frisch bis trocken"
"Sachsen","Nigella arvensis","nigella-arvensis","1","Acker-Schwarzkümmel",NA,"blau","lehmig",NA,"Hahnenfußgewächse",NA,"Schwarzkümmel","10 - 30 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"trocken"
"Sachsen","Nigella arvensis ssp. arvensis","nigella-arvensis","1","Acker-Schwarzkümmel",NA,"blau","lehmig",NA,"Hahnenfußgewächse",NA,"Schwarzkümmel","10 - 30 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"trocken"
"Sachsen","Noccaea caerulescens","noccaea-caerulescens","V","Gebirgs-Täschelkraut,Gebirgs-Hellerkraut",NA,"violett","lehmig",NA,"Kreuzblütler",NA,"Täschelkräuter","5 - 25 cm",NA,"Sonne bis Halbschatten","nährstoffarmer bis nährstoffreicher Boden","sauer",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Noccaea caerulescens ssp. caerulescens","noccaea-caerulescens","V","Gebirgs-Täschelkraut,Gebirgs-Hellerkraut",NA,"violett","lehmig",NA,"Kreuzblütler",NA,"Täschelkräuter","5 - 25 cm",NA,"Sonne bis Halbschatten","nährstoffarmer bis nährstoffreicher Boden","sauer",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Sachsen","Nuphar lutea","nuphar-lutea","3","Gelbe Teichrose",NA,"gelb","lehmig",NA,"Seerosengewächse","bis -34 °C (bis Klimazone 4)","Seerosen","10 - 20 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"Wasserpflanze"
"Sachsen","Odontites luteus","odontites-luteus","0","Gelber Zahntrost","Bienenweide (2 Arten)","gelb","durchlässig",NA,"Sommerwurzgewächse",NA,"Zahntroste","10 - 60 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"trocken"
"Sachsen","Odontites vulgaris","odontites-vulgaris","3","Roter Zahntrost","Bienenweide (2 Arten)","rot","durchlässig bis humus",NA,"Sommerwurzgewächse",NA,"Zahntroste","20 - 60 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"frisch"
"Sachsen","Ononis repens","ononis-repens","V","Kriechende Hauhechel","Bienenweide (10 Arten)","rosa","humus","ja","Hülsenfrüchtler","bis -23 °C (bis Klimazone 6)","Hauhecheln","10 - 30 cm","ja","Sonne","nährstoffreicher Boden","basisch / kalk","13 fressende Arten","Schmetterlingsweide (13 Arten)",NA,"trocken"
"Sachsen","Ononis repens ssp. procurrens","ononis-repens","V","Kriechende Hauhechel","Bienenweide (10 Arten)","rosa","humus","ja","Hülsenfrüchtler","bis -23 °C (bis Klimazone 6)","Hauhecheln","10 - 30 cm","ja","Sonne","nährstoffreicher Boden","basisch / kalk","13 fressende Arten","Schmetterlingsweide (13 Arten)",NA,"trocken"
