"fed_state","species_cleaned","species_naturadb","rl_cat","naturadb_common_name","naturadb_cat","naturadb_val"
"Sachsen-Anhalt","Diphasiastrum alpinum","diphasiastrum-alpinum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Diphasiastrum complanatum","diphasiastrum-complanatum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Diphasiastrum issleri","diphasiastrum-issleri","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Diphasiastrum oellgaardii","diphasiastrum-oellgaardii","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Diphasiastrum tristachyum","diphasiastrum-tristachyum","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Diphasiastrum zeilleri","diphasiastrum-zeilleri","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Dipsacus laciniatus","dipsacus-laciniatus","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Draba muralis","draba-muralis","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Drosera anglica","drosera-anglica","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Drosera intermedia","drosera-intermedia","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Drosera rotundifolia","drosera-rotundifolia","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Drymocallis rupestris","drymocallis-rupestris","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Dryopteris borreri","dryopteris-borreri","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Dryopteris expansa","dryopteris-expansa","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Elatine alsinastrum","elatine-alsinastrum","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Elatine hexandra","elatine-hexandra","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Elatine hydropiper","elatine-hydropiper","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Elatine triandra","elatine-triandra","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Eleocharis mamillata ssp. mamillata","eleocharis-mamillata","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Eleocharis mamillata ssp. austriaca","eleocharis-mamillata","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Eleocharis ovata","eleocharis-ovata","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Eleocharis parvula","eleocharis-parvula","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Eleocharis quinqueflora","eleocharis-quinqueflora","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Eleocharis uniglumis","eleocharis-uniglumis","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Epilobium obscurum","epilobium-obscurum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Epipactis leptochila","epipactis-leptochila","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Epipactis microphylla","epipactis-microphylla","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Epipactis muelleri","epipactis-muelleri","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Epipactis neglecta","epipactis-neglecta","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Epipactis palustris","epipactis-palustris","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Epipactis purpurata","epipactis-purpurata","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Epipogium aphyllum","epipogium-aphyllum","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Equisetum moorei","equisetum-moorei","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Equisetum pratense","equisetum-pratense","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Equisetum ramosissimum","equisetum-ramosissimum","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Equisetum telmateia","equisetum-telmateia","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Erigeron droebachiensis","erigeron-droebachiensis","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Eriophorum gracile","eriophorum-gracile","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Erysimum marschallianum","erysimum-marschallianum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Erysimum virgatum","erysimum-virgatum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Euphorbia exigua","euphorbia-exigua","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Euphorbia falcata","euphorbia-falcata","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Euphorbia platyphyllos","euphorbia-platyphyllos","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Euphrasia micrantha","euphrasia-micrantha","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Euphrasia nemorosa","euphrasia-nemorosa","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Euphrasia officinalis ssp. pratensis","euphrasia-officinalis","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Festuca polesica","festuca-polesica","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Festuca psammophila","festuca-psammophila","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Ficaria calthifolia","ficaria-calthifolia","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Filago germanica","filago-germanica","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Filago lutescens","filago-lutescens","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Filago pyramidata","filago-pyramidata","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Fourraea alpina","fourraea-alpina","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Fumaria parviflora","fumaria-parviflora","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Fumaria rostellata","fumaria-rostellata","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Fumaria schleicheri","fumaria-schleicheri","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Fumaria wirtgenii","fumaria-wirtgenii","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gagea bohemica","gagea-bohemica","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gagea megapolitana","gagea-megapolitana","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gagea minima","gagea-minima","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gagea pomeranica","gagea-pomeranica","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gagea spathacea","gagea-spathacea","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Galeopsis pubescens ssp. pubescens","galeopsis-pubescens","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Galium parisiense","galium-parisiense","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Galium rotundifolium","galium-rotundifolium","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Galium spurium","galium-spurium","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Galium tricornutum","galium-tricornutum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Galium valdepilosum","galium-valdepilosum","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gentianella amarella","gentianella-amarella","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gentianella campestris","gentianella-campestris","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gentianopsis ciliata","gentianopsis-ciliata","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Geranium lucidum","geranium-lucidum","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Glaucium corniculatum","glaucium-corniculatum","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Glaux maritima","glaux-maritima","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Glyceria declinata","glyceria-declinata","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gnaphalium uliginosum","gnaphalium-uliginosum","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Goodyera repens","goodyera-repens","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gymnadenia densiflora","gymnadenia-densiflora","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gymnadenia odoratissima","gymnadenia-odoratissima","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Gymnocarpium robertianum","gymnocarpium-robertianum","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Helichrysum luteoalbum","helichrysum-luteoalbum","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Helictotrichon pratense","helictotrichon-pratense","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Helosciadium inundatum","helosciadium-inundatum","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Helosciadium repens","helosciadium-repens","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Herminium monorchis","herminium-monorchis","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium alpinum","hieracium-alpinum","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium auriculoides","hieracium-auriculoides","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium bifidum","hieracium-bifidum","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium bifurcum","hieracium-bifurcum","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium caesium","hieracium-caesium","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium caespitosum","hieracium-caespitosum","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium cinereiforme","hieracium-cinereiforme","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium cymiflorum","hieracium-cymiflorum","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium cymosum","hieracium-cymosum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium echioides","hieracium-echioides","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium fallacinum","hieracium-fallacinum","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium flagellare","hieracium-flagellare","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium hypochoeroides","hieracium-hypochoeroides","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium kalksburgense","hieracium-kalksburgense","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium leptophyton","hieracium-leptophyton","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium longisquamum","hieracium-longisquamum","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium nigrescens","hieracium-nigrescens","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium norvegicum","hieracium-norvegicum","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium onosmoides","hieracium-onosmoides","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium peleterianum","hieracium-peleterianum","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium pilosellinum","hieracium-pilosellinum","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium rothianum","hieracium-rothianum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium saxifragum","hieracium-saxifragum","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium schmidtii","hieracium-schmidtii","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hieracium zizianum","hieracium-zizianum","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hierochloe hirta ssp. arctica","hierochloe-hirta","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hordeum secalinum","hordeum-secalinum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hornungia petraea","hornungia-petraea","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Huperzia selago","huperzia-selago","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hylotelephium telephium","hylotelephium-telephium","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hypericum elegans","hypericum-elegans","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hypericum humifusum","hypericum-humifusum","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hypericum pulchrum","hypericum-pulchrum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hypopitys hypophegea","hypopitys-hypophegea","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Hypopitys monotropa","hypopitys-monotropa","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Illecebrum verticillatum","illecebrum-verticillatum","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Inula germanica","inula-germanica","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Isolepis fluitans","isolepis-fluitans","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Isolepis setacea","isolepis-setacea","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Juncus acutiflorus","juncus-acutiflorus","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Juncus alpinoarticulatus ssp. alpinoarticulatus","juncus-alpinoarticulatus","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Juncus atratus","juncus-atratus","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Juncus bulbosus","juncus-bulbosus","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Juncus capitatus","juncus-capitatus","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Juncus filiformis","juncus-filiformis","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Juncus gerardii ssp. gerardii","juncus-gerardii","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Juncus sphaerocarpus","juncus-sphaerocarpus","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Juncus squarrosus","juncus-squarrosus","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Juncus tenageia","juncus-tenageia","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Jurinea cyanoides","jurinea-cyanoides","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Kickxia elatine","kickxia-elatine","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lactuca quercina","lactuca-quercina","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lactuca saligna","lactuca-saligna","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lappula deflexa","lappula-deflexa","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lappula squarrosa","lappula-squarrosa","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Leersia oryzoides","leersia-oryzoides","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Legousia hybrida","legousia-hybrida","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Leontodon saxatilis","leontodon-saxatilis","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lepidium coronopus","lepidium-coronopus","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Limosella aquatica","limosella-aquatica","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Linaria arvensis","linaria-arvensis","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lindernia procumbens","lindernia-procumbens","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Linnaea borealis","linnaea-borealis","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Linum catharticum","linum-catharticum","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Linum leonii","linum-leonii","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Liparis loeselii","liparis-loeselii","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Listera cordata","listera-cordata","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Littorella uniflora","littorella-uniflora","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lolium remotum","lolium-remotum","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Ludwigia palustris","ludwigia-palustris","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Luronium natans","luronium-natans","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Luzula pallescens","luzula-pallescens","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Luzula sudetica","luzula-sudetica","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lycopodiella inundata","lycopodiella-inundata","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lycopodium annotinum","lycopodium-annotinum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lycopodium clavatum","lycopodium-clavatum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Lycopus exaltatus","lycopus-exaltatus","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Malva pusilla","malva-pusilla","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Malva thuringiaca","malva-thuringiaca","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Marrubium peregrinum","marrubium-peregrinum","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Medicago minima","medicago-minima","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Melampyrum cristatum","melampyrum-cristatum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Melilotus altissimus","melilotus-altissimus","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Melilotus dentatus","melilotus-dentatus","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Minuartia caespitosa","minuartia-caespitosa","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Minuartia hybrida ssp. tenuifolia","minuartia-hybrida","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Minuartia viscosa","minuartia-viscosa","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Moenchia erecta","moenchia-erecta","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Moneses uniflora","moneses-uniflora","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Montia arvensis","montia-arvensis","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Montia fontana","montia-fontana","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Montia fontana ssp. amporitana","montia-fontana","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Muscari tenuiflorum","muscari-tenuiflorum","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Myosotis discolor","myosotis-discolor","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Myosurus minimus","myosurus-minimus","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Myriophyllum alterniflorum","myriophyllum-alterniflorum","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Najas marina ssp. intermedia","najas-marina","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Narthecium ossifragum","narthecium-ossifragum","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Neottia nidus-avis","neottia-nidus-avis","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Nepeta nuda","nepeta-nuda","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Neslia paniculata","neslia-paniculata","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Nonea erecta","nonea-erecta","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Odontites vernus","odontites-vernus","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Oenanthe fistulosa","oenanthe-fistulosa","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Omphalodes scorpioides","omphalodes-scorpioides","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Ophioglossum vulgatum","ophioglossum-vulgatum","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Ophrys insectifera","ophrys-insectifera","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis anthropophora","orchis-anthropophora","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis coriophora","orchis-coriophora","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis mascula","orchis-mascula","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis militaris","orchis-militaris","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis morio","orchis-morio","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis pallens","orchis-pallens","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis palustris","orchis-palustris","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis purpurea","orchis-purpurea","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis pyramidalis","orchis-pyramidalis","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis tridentata","orchis-tridentata","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orchis ustulata","orchis-ustulata","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche alba","orobanche-alba","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche alsatica","orobanche-alsatica","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche arenaria","orobanche-arenaria","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche artemisiae-campestris","orobanche-artemisiae-campestris","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche bohemica","orobanche-bohemica","R","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche caryophyllacea","orobanche-caryophyllacea","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche elatior","orobanche-elatior","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche lutea","orobanche-lutea","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche picridis","orobanche-picridis","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche purpurea","orobanche-purpurea","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche ramosa","orobanche-ramosa","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orobanche reticulata","orobanche-reticulata","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Orthilia secunda","orthilia-secunda","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Papaver hybridum","papaver-hybridum","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Parnassia palustris","parnassia-palustris","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Pedicularis palustris","pedicularis-palustris","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Pedicularis sylvatica","pedicularis-sylvatica","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Peplis portula","peplis-portula","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Persicaria mitis","persicaria-mitis","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Phleum paniculatum","phleum-paniculatum","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Phyteuma adulterinum","phyteuma-adulterinum","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Pilularia globulifera","pilularia-globulifera","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Pinguicula vulgaris","pinguicula-vulgaris","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Plantago arenaria","plantago-arenaria","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Plantago maritima","plantago-maritima","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Platanthera fornicata","platanthera-fornicata","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Poa badensis","poa-badensis","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Poa bulbosa","poa-bulbosa","V","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Poa remota","poa-remota","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Polycnemum arvense","polycnemum-arvense","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Polycnemum majus","polycnemum-majus","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Polygala amarella","polygala-amarella","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Polygala serpyllifolia","polygala-serpyllifolia","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Polystichum lonchitis","polystichum-lonchitis","2","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Potamogeton acutifolius","potamogeton-acutifolius","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Potamogeton alpinus","potamogeton-alpinus","3","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Potamogeton angustifolius","potamogeton-angustifolius","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Potamogeton coloratus","potamogeton-coloratus","0","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Potamogeton compressus","potamogeton-compressus","1","not in naturadb","not in naturadb","not in naturadb"
"Sachsen-Anhalt","Potamogeton friesii","potamogeton-friesii","2","not in naturadb","not in naturadb","not in naturadb"
