State,Species,Endangerment,NaturaDB
Brandenburg,Lycopodium clavatum,2,not in naturadb
Brandenburg,Moneses uniflora,2,not in naturadb
Brandenburg,Monotropa hypopitys,2,not in naturadb
Brandenburg,Montia fontana,2,not in naturadb
Brandenburg,Myosotis discolor,2,not in naturadb
Brandenburg,Myriophyllum alterniflorum,2,not in naturadb
Brandenburg,Neottia nidus-avis,2,not in naturadb
Brandenburg,Nonea erecta,2,not in naturadb
Brandenburg,Odontites vernus,2,not in naturadb
Brandenburg,Orchis militaris,2,not in naturadb
Brandenburg,Orobanche caryophyllacea,2,not in naturadb
Brandenburg,Orobanche lutea,2,not in naturadb
Brandenburg,Parnassia palustris,2,not in naturadb
Brandenburg,Pilularia globulifera,2,not in naturadb
Brandenburg,Poa remota,2,not in naturadb
Brandenburg,Potamogeton acutifolius,2,not in naturadb
Brandenburg,Potamogeton alpinus,2,not in naturadb
Brandenburg,Potamogeton compressus,2,not in naturadb
Brandenburg,Potamogeton friesii,2,not in naturadb
Brandenburg,Potamogeton gramineus,2,not in naturadb
Brandenburg,Potamogeton obtusifolius,2,not in naturadb
Brandenburg,Potamogeton polygonifolius,2,not in naturadb
Brandenburg,Potamogeton praelongus,2,not in naturadb
Brandenburg,Potamogeton trichoides,2,not in naturadb
Brandenburg,Potentilla heptaphylla,2,not in naturadb
Brandenburg,Pyrola chlorantha,2,not in naturadb
Brandenburg,Rosa caesia,2,not in naturadb
Brandenburg,Rosa inodora,2,not in naturadb
Brandenburg,Samolus valerandi,2,not in naturadb
Brandenburg,Scheuchzeria palustris,2,not in naturadb
Brandenburg,Scirpus radicans,2,not in naturadb
Brandenburg,Scutellaria hastifolia,2,not in naturadb
Brandenburg,Silene chlorantha,2,not in naturadb
Brandenburg,Silene tatarica,2,not in naturadb
Brandenburg,Sparganium natans,2,not in naturadb
Brandenburg,Stipa borysthenica,2,not in naturadb
Brandenburg,Taraxacum paucilobum,2,not in naturadb
Brandenburg,Thesium linophyllon,2,not in naturadb
Brandenburg,Trifolium striatum,2,not in naturadb
Brandenburg,Utricularia intermedia,2,not in naturadb
Brandenburg,Utricularia minor,2,not in naturadb
Brandenburg,Utricularia stygia,2,not in naturadb
Brandenburg,Valerianella dentata,2,not in naturadb
Brandenburg,Veronica praecox,2,not in naturadb
Brandenburg,Viola persicifolia,2,not in naturadb
Brandenburg,Aira caryophyllea,3,not in naturadb
Brandenburg,Aphanes australis,3,not in naturadb
Brandenburg,Aristolochia clematitis,3,not in naturadb
Brandenburg,Asperugo procumbens,3,not in naturadb
Brandenburg,Avena fatua,3,not in naturadb
Brandenburg,Calamagrostis stricta,3,not in naturadb
Brandenburg,Camelina microcarpa,3,not in naturadb
Brandenburg,Cardamine dentata,3,not in naturadb
Brandenburg,Carex appropinquata,3,not in naturadb
Brandenburg,Carex canescens,3,not in naturadb
Brandenburg,Carex demissa,3,not in naturadb
Brandenburg,Carex distans,3,not in naturadb
Brandenburg,Carex echinata,3,not in naturadb
Brandenburg,Carex lasiocarpa,3,not in naturadb
Brandenburg,Cerastium dubium,3,not in naturadb
Brandenburg,Cnidium dubium,3,not in naturadb
Brandenburg,Corrigiola litoralis,3,not in naturadb
Brandenburg,Crataegus x macrocarpa,3,not in naturadb
Brandenburg,Crataegus x media,3,not in naturadb
Brandenburg,Epilobium obscurum,3,not in naturadb
Brandenburg,Epipactis atrorubens,3,not in naturadb
Brandenburg,Euphorbia lucida,3,not in naturadb
Brandenburg,Festuca heterophylla,3,not in naturadb
Brandenburg,Festuca polesica,3,not in naturadb
Brandenburg,Festuca psammophila,3,not in naturadb
Brandenburg,Fumaria vaillantii,3,not in naturadb
Brandenburg,Geranium columbinum,3,not in naturadb
Brandenburg,Hieracium echioides,3,not in naturadb
Brandenburg,Hierochloe hirta,3,not in naturadb
Brandenburg,Hordeum jubatum,3,not in naturadb
Brandenburg,Hypericum humifusum,3,not in naturadb
Brandenburg,Isolepis setacea,3,not in naturadb
Brandenburg,Juncus acutiflorus,3,not in naturadb
Brandenburg,Juncus alpinus,3,not in naturadb
Brandenburg,Koeleria macrantha,3,not in naturadb
Brandenburg,Lathraea squamaria,3,not in naturadb
Brandenburg,Leersia oryzoides,3,not in naturadb
Brandenburg,Limosella aquatica,3,not in naturadb
Brandenburg,Linaria spartea,3,not in naturadb
Brandenburg,Linum catharticum,3,not in naturadb
Brandenburg,Luzula pallescens,3,not in naturadb
Brandenburg,Najas marina,3,not in naturadb
Brandenburg,Nasturtium microphyllum,3,not in naturadb
Brandenburg,Oenanthe fistulosa,3,not in naturadb
Brandenburg,Ophioglossum vulgatum,3,not in naturadb
Brandenburg,Orthilia secunda,3,not in naturadb
Brandenburg,Potamogeton pusillus,3,not in naturadb
Brandenburg,Potentilla cinerea incana,3,not in naturadb
Brandenburg,Potentilla norvegica,3,not in naturadb
Brandenburg,Potentilla supina,3,not in naturadb
Brandenburg,Potentilla x subarenaria,3,not in naturadb
Brandenburg,Pulicaria vulgaris,3,not in naturadb
Brandenburg,Pyrola minor,3,not in naturadb
Brandenburg,Ranunculus auricomus,3,not in naturadb
Brandenburg,Ranunculus circinatus,3,not in naturadb
Brandenburg,Ranunculus sardous,3,not in naturadb
Brandenburg,Ranunculus trichophyllus,3,not in naturadb
Brandenburg,Rhynchospora alba,3,not in naturadb
Brandenburg,Rosa pseudoscabriuscula,3,not in naturadb
Brandenburg,Salix myrsinifolia,3,not in naturadb
Brandenburg,Salvinia natans,3,not in naturadb
Brandenburg,Senecio erraticus,3,not in naturadb
Brandenburg,Stellaria palustris,3,not in naturadb
Brandenburg,Trifolium aureum,3,not in naturadb
Brandenburg,Trifolium fragiferum,3,not in naturadb
Brandenburg,Triglochin palustre,3,not in naturadb
Brandenburg,Utricularia australis,3,not in naturadb
Brandenburg,Veronica catenata,3,not in naturadb
Brandenburg,Veronica dillenii,3,not in naturadb
Brandenburg,Veronica maritima,3,not in naturadb
Brandenburg,Veronica verna,3,not in naturadb
Brandenburg,Viola mirabilis,3,not in naturadb
Brandenburg,Wolffia arrhiza,3,not in naturadb
Brandenburg,Zannichellia palustris,3,not in naturadb
Brandenburg,Achillea collina,G,not in naturadb
Brandenburg,Arabis sagittata,G,not in naturadb
Brandenburg,Buglossoides arvensis,G,not in naturadb
Brandenburg,Callitriche cophocarpa,G,not in naturadb
Brandenburg,Callitriche hamulata,G,not in naturadb
Brandenburg,Callitriche platycarpa,G,not in naturadb
Brandenburg,Callitriche stagnalis,G,not in naturadb
Brandenburg,Cannabis ruderalis,G,not in naturadb
Brandenburg,Cerastium lucorum,G,not in naturadb
Brandenburg,Circaea x intermedia,G,not in naturadb
Brandenburg,Eleocharis mamillata,G,not in naturadb
Brandenburg,Equisetum pratense,G,not in naturadb
Brandenburg,Erigeron droebachiensis,G,not in naturadb
Brandenburg,Festuca rupicola,G,not in naturadb
Brandenburg,Gagea pomeranica,G,not in naturadb
Brandenburg,Glyceria declinata,G,not in naturadb
Brandenburg,Hieracium cymosum,G,not in naturadb
Brandenburg,Hieracium densiflorum,G,not in naturadb
Brandenburg,Hieracium duerkhemiense,G,not in naturadb
Brandenburg,Hieracium maculatum,G,not in naturadb
Brandenburg,Hieracium maculatum,G,not in naturadb
Brandenburg,Hieracium maculatum,G,not in naturadb
Brandenburg,Hypericum dubium,G,not in naturadb
Brandenburg,Hypericum x carinthiacum,G,not in naturadb
Brandenburg,Juncus ranarius,G,not in naturadb
Brandenburg,Koeleria grandis,G,not in naturadb
Brandenburg,Lamium hybridum,G,not in naturadb
Brandenburg,Luzula congesta,G,not in naturadb
Brandenburg,Malva pusilla,G,not in naturadb
Brandenburg,Mercurialis annua,G,not in naturadb
Brandenburg,Monotropa hypophegea,G,not in naturadb
Brandenburg,Najas marina,G,not in naturadb
Brandenburg,Oenothera royfraseri,G,not in naturadb
Brandenburg,Ornithogalum boucheanum,G,not in naturadb
Brandenburg,Ranunculus fluitans,G,not in naturadb
Brandenburg,Ranunculus penicillatus,G,not in naturadb
Brandenburg,Ribes spicatum,G,not in naturadb
Brandenburg,Rosa henkeri-schulzei,G,not in naturadb
Brandenburg,Rosa x alba,G,not in naturadb
Brandenburg,Rumex x heterophyllus,G,not in naturadb
Brandenburg,Taraxacum atactum,G,not in naturadb
Brandenburg,Taraxacum bracteatum,G,not in naturadb
Brandenburg,Taraxacum commixtum,G,not in naturadb
Brandenburg,Taraxacum fascinans,G,not in naturadb
Brandenburg,Taraxacum haematicum,G,not in naturadb
Brandenburg,Taraxacum lamprophyllum,G,not in naturadb
Brandenburg,Taraxacum lancidens,G,not in naturadb
Brandenburg,Taraxacum linguatifrons,G,not in naturadb
Brandenburg,Taraxacum marklundii,G,not in naturadb
Brandenburg,Taraxacum subpraticola,G,not in naturadb
Brandenburg,Taraxacum tragopogon,G,not in naturadb
Brandenburg,Thymus x oblongifolius,G,not in naturadb
Brandenburg,Ulmus x hollandica,G,not in naturadb
Brandenburg,Achillea pannonica,V,not in naturadb
Brandenburg,Allium oleraceum,V,not in naturadb
Brandenburg,Allium scorodoprasum,V,not in naturadb
Brandenburg,Anthoxanthum aristatum,V,not in naturadb
Brandenburg,Buglossoides arvensis,V,not in naturadb
Brandenburg,Carex disticha,V,not in naturadb
Brandenburg,Carex elongata,V,not in naturadb
Brandenburg,Carex otrubae,V,not in naturadb
Brandenburg,Carex pallescens,V,not in naturadb
Brandenburg,Carex pseudobrizoides,V,not in naturadb
Brandenburg,Carex vesicaria,V,not in naturadb
Brandenburg,Carex viridula,V,not in naturadb
Brandenburg,Cerastium brachypetalum,V,not in naturadb
Brandenburg,Chenopodium botrys,V,not in naturadb
Brandenburg,Crataegus x ssp. haericea,V,not in naturadb
Brandenburg,Cyperus fuscus,V,not in naturadb
Brandenburg,Drosera rotundifolia,V,not in naturadb
Brandenburg,Eleocharis uniglumis,V,not in naturadb
Brandenburg,Equisetum sylvaticum,V,not in naturadb
Brandenburg,Erigeron acris,V,not in naturadb
Brandenburg,Filago minima,V,not in naturadb
Brandenburg,Galeopsis pubescens,V,not in naturadb
Brandenburg,Leontodon saxatilis,V,not in naturadb
Brandenburg,Leonurus marrubiastrum,V,not in naturadb
Brandenburg,Myosotis laxa,V,not in naturadb
Brandenburg,Myosotis sparsiflora,V,not in naturadb
Brandenburg,Myosurus minimus,V,not in naturadb
Brandenburg,Oenothera ammophila,V,not in naturadb
Brandenburg,Oenothera oakesiana,V,not in naturadb
Brandenburg,Peplis portula,V,not in naturadb
Brandenburg,Potamogeton berchtoldii,V,not in naturadb
Brandenburg,Potamogeton perfoliatus,V,not in naturadb
Brandenburg,Puccinellia distans,V,not in naturadb
Brandenburg,Ranunculus peltatus,V,not in naturadb
Brandenburg,Rosa subcanina,V,not in naturadb
Brandenburg,Rosa subcollina,V,not in naturadb
Brandenburg,Rumex palustris,V,not in naturadb
Brandenburg,Rumex salicifolius,V,not in naturadb
Brandenburg,Scolochloa festucacea,V,not in naturadb
Brandenburg,Silene conica,V,not in naturadb
Brandenburg,Silene flos-cuculi,V,not in naturadb
Brandenburg,Taraxacum subalpinum,V,not in naturadb
Brandenburg,Urtica urens,V,not in naturadb
Brandenburg,Veronica agrestis,V,not in naturadb
Brandenburg,Veronica anagallis-aquatica,V,not in naturadb
Brandenburg,Veronica hederifolia,V,not in naturadb
Brandenburg,Veronica polita,V,not in naturadb
Brandenburg,Artemisia biennis,R,not in naturadb
Brandenburg,Barbarea intermedia,R,not in naturadb
Brandenburg,Bunium bulbocastanum,R,not in naturadb
Brandenburg,Carex atherodes,R,not in naturadb
Brandenburg,Carex curvata,R,not in naturadb
Brandenburg,Crassula peduncularis,R,not in naturadb
Brandenburg,Dianthus seguieri,R,not in naturadb
Brandenburg,Draba nemorosa,R,not in naturadb
Brandenburg,Epilobium brunnescens,R,not in naturadb
Brandenburg,Epilobium collinum,R,not in naturadb
Brandenburg,Epipactis microphylla,R,not in naturadb
Brandenburg,Equisetum telmateia,R,not in naturadb
Brandenburg,Galanthus elwesii,R,not in naturadb
Brandenburg,Galanthus gracilis,R,not in naturadb
Brandenburg,Galanthus plicatus,R,not in naturadb
Brandenburg,Hieracium caesium,R,not in naturadb
Brandenburg,Hieracium glaucinum,R,not in naturadb
Brandenburg,Hieracium glaucinum,R,not in naturadb
Brandenburg,Hypericum majus,R,not in naturadb
Brandenburg,Lactuca tatarica,R,not in naturadb
Brandenburg,Narcissus bulbocodium,R,not in naturadb
Brandenburg,Oenothera coloratissima,R,not in naturadb
Brandenburg,Orobanche minor,R,not in naturadb
Brandenburg,Orobanche reticulata,R,not in naturadb
Brandenburg,Panicum riparium,R,not in naturadb
Brandenburg,Pseudofumaria alba,R,not in naturadb
Brandenburg,Rubus adspersus,R,not in naturadb
Brandenburg,Rubus balticus,R,not in naturadb
Brandenburg,Rubus betckei,R,not in naturadb
Brandenburg,Rubus circipanicus,R,not in naturadb
Brandenburg,Rubus decurrentispinus,R,not in naturadb
Brandenburg,Rubus exstans,R,not in naturadb
Brandenburg,Rubus glaucovirens,R,not in naturadb
Brandenburg,Rubus gracilis,R,not in naturadb
Brandenburg,Rubus haesitans,R,not in naturadb
Brandenburg,Rubus kisewetteri,R,not in naturadb
Brandenburg,Rubus marssonianus,R,not in naturadb
Brandenburg,Rubus montanus,R,not in naturadb
Brandenburg,Rubus mucronulatus,R,not in naturadb
Brandenburg,Rubus ranftii,R,not in naturadb
Brandenburg,Rubus rudis,R,not in naturadb
Brandenburg,Rubus scissus,R,not in naturadb
Brandenburg,Rubus sulcatus,R,not in naturadb
Brandenburg,Rubus vigorosus,R,not in naturadb
Brandenburg,Rubus walsemannii,R,not in naturadb
Brandenburg,Scilla amoena,R,not in naturadb
Brandenburg,Scolochloa marchica,R,not in naturadb
Brandenburg,Scopolia carniolica,R,not in naturadb
Brandenburg,Thymus x braunii,R,not in naturadb
Brandenburg,Valeriana procurrens,R,not in naturadb
Brandenburg,Valeriana wallrothii,R,not in naturadb
Bremen/Lower Saxony,Achillea collina,R,not in naturadb
Bremen/Lower Saxony,Achillea pannonica,R,not in naturadb
Bremen/Lower Saxony,Adonis flammea,0,not in naturadb
Bremen/Lower Saxony,Aira caryophyllea caryophyllea,V,not in naturadb
Bremen/Lower Saxony,Ajuga pyramidalis,0,not in naturadb
Bremen/Lower Saxony,Alchemilla filicaulis,G,not in naturadb
Bremen/Lower Saxony,Alchemilla glaucescens,3,not in naturadb
Bremen/Lower Saxony,Alchemilla plicata,2,not in naturadb
Bremen/Lower Saxony,Alchemilla subglobosa,R,not in naturadb
Bremen/Lower Saxony,Alisma gramineum,1,not in naturadb
Bremen/Lower Saxony,Allium carinatum carinatum,3,not in naturadb
Bremen/Lower Saxony,Allium scorodoprasum,3,not in naturadb
Bremen/Lower Saxony,Allium senescens montanum,1,not in naturadb
Bremen/Lower Saxony,Alopecurus bulbosus,2,not in naturadb
Bremen/Lower Saxony,Althaea hirsuta,2,not in naturadb
Bremen/Lower Saxony,Amaranthus blitum blitum,3,not in naturadb
Bremen/Lower Saxony,Anacamptis pyramidalis,2,not in naturadb
Bremen/Lower Saxony,Anagallis foemina,2,not in naturadb
Bremen/Lower Saxony,Anagallis minima,3,not in naturadb
Bremen/Lower Saxony,Androsace septentrionalis,0,not in naturadb
Bremen/Lower Saxony,Anthemis cotula,V,not in naturadb
Bremen/Lower Saxony,Anthriscus nitida,R,not in naturadb
Bremen/Lower Saxony,Anthyllis vulneraria maritima,3,not in naturadb
Bremen/Lower Saxony,Apium inundatum f.,2,not in naturadb
Bremen/Lower Saxony,Apium repens,1,not in naturadb
Bremen/Lower Saxony,Arabis glabra,V,not in naturadb
Bremen/Lower Saxony,Arenaria serpyllifolia lloydii,G,not in naturadb
Bremen/Lower Saxony,Aristolochia clematitis,2,not in naturadb
Bremen/Lower Saxony,Armeria maritima elongata,V,not in naturadb
Bremen/Lower Saxony,Armeria maritima halleri,3,not in naturadb
Bremen/Lower Saxony,Arnoseris minima,2,not in naturadb
Bremen/Lower Saxony,Artemisia campestris campestris,V,not in naturadb
Bremen/Lower Saxony,Artemisia rupestris,0,not in naturadb
Bremen/Lower Saxony,Asperugo procumbens,1,not in naturadb
Bremen/Lower Saxony,Asperula arvensis,0,not in naturadb
Bremen/Lower Saxony,Asplenium adiantum-nigrum,1,not in naturadb
Bremen/Lower Saxony,Asplenium ceterach,1,not in naturadb
Bremen/Lower Saxony,Asplenium septentrionale,2,not in naturadb
Bremen/Lower Saxony,Asplenium trichomanes hastatum,R,not in naturadb
Bremen/Lower Saxony,Asplenium trichomanes pachyrachis,R,not in naturadb
Bremen/Lower Saxony,Asplenium trichomanes trichomanes,2,not in naturadb
Bremen/Lower Saxony,Asplenium viride,2,not in naturadb
Bremen/Lower Saxony,Asplenium,1,not in naturadb
Bremen/Lower Saxony,Astragalus danicus,1,not in naturadb
Bremen/Lower Saxony,Athyrium distentifolium,R,not in naturadb
Bremen/Lower Saxony,Atriplex glabriuscula,R,not in naturadb
Bremen/Lower Saxony,Atriplex laciniata,R,not in naturadb
Bremen/Lower Saxony,Atriplex pedunculata,3,not in naturadb
Bremen/Lower Saxony,Beta vulgaris maritima,R,not in naturadb
Bremen/Lower Saxony,Betonica officinalis,3,not in naturadb
Bremen/Lower Saxony,Blysmus compressus,1,not in naturadb
Bremen/Lower Saxony,Blysmus rufus,2,not in naturadb
Bremen/Lower Saxony,Botrychium lunaria,2,not in naturadb
Bremen/Lower Saxony,Botrychium matricariifolium,1,not in naturadb
Bremen/Lower Saxony,Botrychium multifidum,0,not in naturadb
Bremen/Lower Saxony,Botrychium simplex,0,not in naturadb
Bremen/Lower Saxony,Bromus arvensis,3,not in naturadb
Bremen/Lower Saxony,Bromus racemosus,2,not in naturadb
Bremen/Lower Saxony,Bunium bulbocastanum,2,not in naturadb
Bremen/Lower Saxony,Bupleurum falcatum falcatum,3,not in naturadb
Bremen/Lower Saxony,Bupleurum tenuissimum,2,not in naturadb
Bremen/Lower Saxony,Calamagrostis phragmitoides,R,not in naturadb
Bremen/Lower Saxony,Calamagrostis stricta,R,not in naturadb
Bremen/Lower Saxony,Callitriche cophocarpa,G,not in naturadb
Bremen/Lower Saxony,Callitriche hermaphroditica,0,not in naturadb
Bremen/Lower Saxony,Calystegia soldanella,1,not in naturadb
Bremen/Lower Saxony,Camelina alyssum,0,not in naturadb
Bremen/Lower Saxony,Camelina microcarpa sylvestris,2,not in naturadb
Bremen/Lower Saxony,Camelina sativa,0,not in naturadb
Bremen/Lower Saxony,Campanula glomerata glomerata,2,not in naturadb
Bremen/Lower Saxony,Cardamine parviflora,R,not in naturadb
Bremen/Lower Saxony,Cardaminopsis petraea,R,not in naturadb
Bremen/Lower Saxony,Carex appropinquata,2,not in naturadb
Bremen/Lower Saxony,Carex aquatilis,3,not in naturadb
Bremen/Lower Saxony,Carex bohemica,1,not in naturadb
Bremen/Lower Saxony,Carex buxbaumii,0,not in naturadb
Bremen/Lower Saxony,Carex cespitosa,2,not in naturadb
Bremen/Lower Saxony,Carex chordorrhiza f.,0,not in naturadb
Bremen/Lower Saxony,Carex demissa,V,not in naturadb
Bremen/Lower Saxony,Carex dioica,1,not in naturadb
Bremen/Lower Saxony,Carex distans,V,not in naturadb
Bremen/Lower Saxony,Carex echinata,V,not in naturadb
Bremen/Lower Saxony,Carex elata elata,3,not in naturadb
Bremen/Lower Saxony,Carex elongata,3,not in naturadb
Bremen/Lower Saxony,Carex hartmanii,2,not in naturadb
Bremen/Lower Saxony,Carex heleonastes f.,0,not in naturadb
Bremen/Lower Saxony,Carex hostiana,1,not in naturadb
Bremen/Lower Saxony,Carex lasiocarpa,3,not in naturadb
Bremen/Lower Saxony,Carex lepidocarpa,2,not in naturadb
Bremen/Lower Saxony,Carex limosa,1,not in naturadb
Bremen/Lower Saxony,Carex loliacea,0,not in naturadb
Bremen/Lower Saxony,Carex pauciflora,2,not in naturadb
Bremen/Lower Saxony,Carex pilosa,R,not in naturadb
Bremen/Lower Saxony,Carex praecox praecox,3,not in naturadb
Bremen/Lower Saxony,Carex pseudobrizoides,2,not in naturadb
Bremen/Lower Saxony,Carex pulicaris,1,not in naturadb
Bremen/Lower Saxony,Carex punctata,2,not in naturadb
