Bundesland,Wissenschaftlicher Name,Deutscher Name,Familie,Gefährdung,Licht,Wasser,Nährstoffe,PH-Wert,Boden,Frostverträglich,Maximale Höhe,Blütenfarbe,Bienen,Schmetterlinge,Vögel,Säugetiere,Dachbegrünung,Balkon,h_binned
Thüringen,Hydrocharis morsus-ranae,Europäischer Froschbiss,Froschbissgewächse,1,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,bis -34 °C (bis Klimazone 4),10,weiß,NA,NA,NA,NA,NA,"ja, Kübelgröße mittel",0-40 cm
Thüringen,Hydrocotyle vulgaris,Gewöhnlicher Wassernabel,Doldenblütler,2,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,humus,bis -12 °C (bis Klimazone 8),40,weiß,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Hyoscyamus niger,Schwarzes Bilsenkraut,Nachtschattengewächse,3,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,humus,NA,60,blau,NA,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,NA,40-60 cm
Thüringen,Hypericum montanum,Berg-Johanniskraut,Johanniskrautgewächse,3,Halbschatten,frisch bis trocken,nährstoffarmer Boden,NA,durchlässig bis normal,NA,80,gelb,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Hypericum tetrapterum,Flügel-Hartheu,Johanniskrautgewächse,0,Sonne,feucht bis frisch,normaler Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),60,gelb,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Thüringen,Hypochaeris glabra,Kahles Ferkelkraut,Korbblütler,2,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig bis humus,NA,30,gelb,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Thüringen,Hypochaeris maculata,Geflecktes Ferkelkraut,Korbblütler,0,Sonne bis Halbschatten,trocken,normaler Boden,basisch / kalk,durchlässig bis humus,NA,100,gelb,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,60-100 cm
Thüringen,Inula britannica,Wiesen-Alant,Korbblütler,V,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,durchlässig bis normal,bis -17 °C (bis Klimazone 7),60,gelb,Bienenweide (3 Arten),NA,NA,NA,NA,NA,40-60 cm
Thüringen,Inula helenium,Echter Alant,Korbblütler,3,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),200,gelb,Bienenweide (3 Arten),NA,NA,NA,NA,NA,100+ cm
Thüringen,Inula hirta,Rauer Alant,Korbblütler,V,Sonne bis Halbschatten,frisch bis trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis humus,bis -34 °C (bis Klimazone 4),45,gelb,Bienenweide (3 Arten),NA,NA,NA,NA,NA,40-60 cm
Thüringen,Inula salicina,Weidenblättriger Alant,Korbblütler,V,Sonne,feucht bis trocken,normaler Boden,basisch / kalk,humus,bis -23 °C (bis Klimazone 6),40,gelb,Bienenweide (7 Arten),Schmetterlingsweide (3 Arten),NA,NA,NA,ja,0-40 cm
Thüringen,Iris germanica,"Deutsche Schwertlilie,Bart-Iris",Schwertliliengewächse,2,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),100,blau,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Thüringen,Iris sibirica,"Sibirische Schwertlilie,Wiesen-Schwertlilie, Blaue Schwertlilie",Schwertliliengewächse,V,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),80,blau,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Isatis tinctoria,Färberwaid,Kreuzblütler,3,Sonne,trocken,normaler Boden,NA,durchlässig,NA,120,gelb,Bienenweide (18 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,100+ cm
Thüringen,Jasione montana,"Berg-Sandglöckchen,Schafrapunzel",Glockenblumengewächse,0,Sonne bis Halbschatten,trocken,normaler Boden,sauer,durchlässig,bis -23 °C (bis Klimazone 6),50,blau,Bienenweide (32 Arten),Schmetterlingsweide (11 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Juncus subnodulosus,Stumpfblütige Binse,Binsengewächse,0,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,basisch / kalk,durchlässig bis humus,NA,130,braun,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Kickxia spuria,"Eiblättriges Tännelkraut,Eiblättriges Schlangenmaul, Eiblättriges Leinkraut",Wegerichgewächse,2,Sonne,frisch,nährstoffreicher Boden,basisch / kalk,normal,NA,15,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Lactuca perennis,Blauer Lattich,Korbblütler,2,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,basisch / kalk,normal,bis -17 °C (bis Klimazone 7),60,lila,Bienenweide (3 Arten),NA,NA,NA,NA,ja,40-60 cm
Thüringen,Lactuca virosa,Gift-Lattich,Korbblütler,2,Sonne,trocken,nährstoffreicher Boden,NA,normal,NA,120,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Laserpitium latifolium,Breitblättriges Laserkraut,Doldenblütler,1,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig bis humus,NA,150,weiß,Bienenweide (1 Arten),NA,NA,NA,NA,NA,100+ cm
Thüringen,Laserpitium prutenicum,Preußisches Laserkraut,Doldenblütler,V,Sonne bis Halbschatten,feucht bis frisch,nährstoffarmer Boden,NA,durchlässig,NA,100,gelb,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Lathyrus aphaca,Ranken-Platterbse,Hülsenfrüchtler,1,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,lehmig,NA,30,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Lathyrus heterophyllus,Verschiedenblättrige Platterbs,Hülsenfrüchtler,2,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig,NA,50,pink,Bienenweide (2 Arten),NA,NA,NA,NA,NA,40-60 cm
Thüringen,Lathyrus niger,Schwarze Platterbse,Hülsenfrüchtler,2,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),90,pink,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,60-100 cm
Thüringen,Lathyrus palustris,Sumpf-Platterbse,Hülsenfrüchtler,V,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,lehmig,NA,120,violett,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,100+ cm
Thüringen,Lavatera thuringiaca,Thüringer Strauchpappel,Malvengewächse,0,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -17 °C (bis Klimazone 7),150,rosa,Bienenweide (1 Arten),NA,NA,NA,NA,NA,100+ cm
Thüringen,Ledum palustre,Sumpf-Porst,NA,V,Sonne bis Halbschatten,feucht bis frisch,NA,NA,durchlässig bis humus,NA,150,weiß,NA,NA,NA,NA,NA,NA,100+ cm
Thüringen,Legousia speculum-veneris,Venus-Frauenspiegel,Glockenblumengewächse,3,Sonne,frisch,nährstoffreicher Boden,basisch / kalk,normal bis lehmig,NA,30,violett,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Leucojum vernum,Märzenbecher,Amaryllisgewächse,3,Halbschatten bis Schatten,feucht bis frisch,nährstoffreicher Boden,sauer,durchlässig,bis -28 °C (bis Klimazone 5),30,weiß,Bienenweide,NA,NA,NA,NA,ja,0-40 cm
Thüringen,Libanotis pyrenaica,Heilwurz,Doldenblütler,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig,NA,120,weiß,NA,NA,NA,NA,NA,NA,100+ cm
Thüringen,Linaria repens,Streifen-Leinkraut,Wegerichgewächse,0,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis humus,NA,60,lila,Bienenweide (1 Arten),Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,"ja, Kübelgröße mittel",40-60 cm
Thüringen,Linum tenuifolium,Schmalblättriger Lein,Leingewächse,0,Sonne,trocken,normaler Boden,basisch / kalk,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),45,rosa,Bienenweide (1 Arten),NA,NA,NA,NA,NA,40-60 cm
Thüringen,Lithospermum officinale,Echter Steinsame,Raublattgewächse,1,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,basisch / kalk,lehmig,NA,100,weiß,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Lolium temulentum,"Taumel-Lolch,Rauschgras, Schwindelweizen,",Süßgräser,3,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,lehmig,NA,90,grün,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Thüringen,Lonicera nigra,Schwarze Heckenkirsche,Geißblattgewächse,3,Schatten,frisch,normaler Boden,NA,humus,NA,200,rosa,NA,Schmetterlingsweide (5 Arten),Vogelnährgehölz (5 Arten),5 fressende Arten,NA,NA,100+ cm
Thüringen,Lunaria rediviva,"Ausdauerndes Silberblatt,Mehrjähriges Silberblatt, Wilde Mondviole",Kreuzblütler,0,Sonne bis Schatten,feucht bis frisch,nährstoffreicher Boden,basisch / kalk,lehmig,bis -23 °C (bis Klimazone 6),140,rosa,Bienenweide (1 Arten),Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,NA,100+ cm
Thüringen,Lychnis viscaria,Pechnelke,Nelkengewächse,1,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis normal,bis -34 °C (bis Klimazone 4),50,rosa,Bienenweide,Schmetterlingsweide (6 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Lysimachia thyrsiflora,Strauß-Gilbweiderich,Primelgewächse,2,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,normal bis lehmig,bis -23 °C (bis Klimazone 6),60,gelb,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Thüringen,Lythrum hyssopifolia,Ysopblättriger Weiderich,Weiderichgewächse,0,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,lehmig,NA,30,violett,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Malus sylvestris,"Wildapfel,Holzapfel",Rosengewächse,3,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,basisch / kalk,normal,NA,1500,rosa,Bienenweide (17 Arten),Schmetterlingsweide (5 Arten),Vogelnährgehölz (19 Arten),35 fressende Arten,NA,NA,100+ cm
Thüringen,Malva alcea,"Rosen-Malve,Sigmarskraut, Spitzblatt-Malve",Malvengewächse,3,Sonne,frisch bis trocken,normaler bis nährstoffreicher Boden,NA,durchlässig bis humus,bis -34 °C (bis Klimazone 4),120,rosa,Bienenweide (1 Arten),Schmetterlingsweide (3 Arten),NA,3 fressende Arten,NA,NA,100+ cm
Thüringen,Marrubium vulgare,"Gewöhnlicher Andorn,Mäuseohr",Lippenblütler,3,Sonne,trocken,normaler Boden,basisch / kalk,durchlässig bis lehmig,bis -40 °C (bis Klimazone 3),60,weiß,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,ja,40-60 cm
Thüringen,Melampyrum arvense,Acker-Wachtelweizen,Sommerwurzgewächse,2,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,NA,normal,NA,60,pink,NA,Schmetterlingsweide (2 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Thüringen,Melampyrum nemorosum,Hain-Wachtelweizen,Sommerwurzgewächse,3,Sonne bis Halbschatten,frisch,nährstoffarmer Boden,sauer,durchlässig bis humus,NA,30,gelb,NA,Schmetterlingsweide (3 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Melica ciliata,Wimper-Perlgras,Süßgräser,3,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),50,grün,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,ja,40-60 cm
Thüringen,Melica transsilvanica,Siebenbürgisches Perlgras,Süßgräser,3,Sonne,trocken,normaler Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),90,gelb,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Melittis melissophyllum,Immenblatt,Lippenblütler,0,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -23 °C (bis Klimazone 6),50,weiß,NA,NA,NA,NA,NA,NA,40-60 cm
Thüringen,Mentha pulegium,Polei-Minze,Lippenblütler,2,Sonne bis Schatten,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -23 °C (bis Klimazone 6),40,rosa,NA,NA,NA,NA,ja,ja,0-40 cm
Thüringen,Menyanthes trifoliata,"Fieberklee,Bitterklee",Fieberkleegewächse,V,Sonne bis Halbschatten,feucht,nährstoffarmer Boden,sauer,humus,bis -40 °C (bis Klimazone 3),30,weiß,NA,Schmetterlingsweide (3 Arten),NA,3 fressende Arten,NA,NA,0-40 cm
Thüringen,Mespilus germanica,Echte Mispel,Rosengewächse,V,Sonne bis Halbschatten,trocken,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),500,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Meum athamanticum,Bärwurz,Doldenblütler,1,Sonne bis Halbschatten,frisch,nährstoffarmer Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),50,rosa,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Thüringen,Misopates orontium,Acker-Löwenmaul,Wegerichgewächse,0,Sonne bis Halbschatten,frisch,nährstoffarmer Boden,NA,NA,NA,50,rosa,Bienenweide (1 Arten),NA,NA,NA,NA,NA,40-60 cm
Thüringen,Molinia caerulea,Gewöhnliches Pfeifengras,Süßgräser,2,Sonne bis Schatten,feucht bis frisch,normaler Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),80,blau,NA,Schmetterlingsweide (26 Arten),NA,24 fressende Arten,NA,NA,60-100 cm
Thüringen,Muscari botryoides,"Kleine Traubenhyazinthe,Straußhyazinthe",Spargelgewächse,2,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig bis lehmig,bis -34 °C (bis Klimazone 4),20,blau,Bienenweide,NA,NA,NA,NA,ja,0-40 cm
Thüringen,Muscari comosum,Schopfige Traubenhyazinthe,Spargelgewächse,2,Sonne,frisch bis trocken,normaler Boden,NA,durchlässig bis normal,bis -17 °C (bis Klimazone 7),30,violett,NA,NA,NA,NA,ja,ja,0-40 cm
Thüringen,Myriophyllum spicatum,Ähriges Tausendblatt,Seebeerengewächse,2,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,NA,NA,200,rot,NA,NA,NA,NA,NA,NA,100+ cm
Thüringen,Myriophyllum verticillatum,Quirliges Tausendblatt,Seebeerengewächse,0,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,bis -40 °C (bis Klimazone 3),15,rosa,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Nardus stricta,"Borstgras,Hirschhaar, Bürstling, Fachs, Narde",Süßgräser,V,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,bis -34 °C (bis Klimazone 4),30,blau,NA,Schmetterlingsweide (10 Arten),NA,10 fressende Arten,NA,NA,0-40 cm
Thüringen,Nepeta cataria,Katzenminze,Lippenblütler,2,Sonne,frisch bis trocken,normaler Boden,NA,durchlässig,bis -40 °C (bis Klimazone 3),100,weiß,Bienenweide (1 Arten),Schmetterlingsweide,NA,NA,NA,"ja, Kübelgröße mittel",60-100 cm
Thüringen,Nigella arvensis,Acker-Schwarzkümmel,Hahnenfußgewächse,V,Sonne,trocken,nährstoffreicher Boden,basisch / kalk,lehmig,NA,30,blau,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Noccaea montana,Berg-Täschelkraut,Kreuzblütler,2,Sonne bis Halbschatten,frisch,nährstoffarmer Boden,basisch / kalk,durchlässig,NA,25,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Nonea pulla,"Braunes Mönchskraut,Dunkles Runzelnüsschen, Napfkraut",Raublattgewächse,3,Sonne,trocken,normaler Boden,NA,normal,NA,50,violett,NA,NA,NA,NA,NA,NA,40-60 cm
Thüringen,Nuphar lutea,Gelbe Teichrose,Seerosengewächse,1,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,bis -34 °C (bis Klimazone 4),20,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Nymphaea candida,Kleine Seerose,Seerosengewächse,2,Sonne,Wasserpflanze,nährstoffreicher Boden,NA,humus,NA,100,weiß,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Odontites luteus,Gelber Zahntrost,Sommerwurzgewächse,3,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,NA,60,gelb,Bienenweide (2 Arten),Schmetterlingsweide (3 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Onobrychis arenaria,Sand-Esparsette,Hülsenfrüchtler,2,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,lehmig,NA,50,rosa,Bienenweide (1 Arten),Schmetterlingsweide (3 Arten),NA,2 fressende Arten,NA,NA,40-60 cm
Thüringen,Orlaya grandiflora,Strahlen-Breitsame,Doldenblütler,3,Sonne bis Halbschatten,trocken,nährstoffreicher Boden,basisch / kalk,durchlässig,NA,30,weiß,Bienenweide (3 Arten),NA,NA,NA,NA,NA,0-40 cm
Thüringen,Ornithopus perpusillus,"Kleiner Vogelfuß,Mäusewicke",Hülsenfrüchtler,2,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,NA,50,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Osmunda regalis,Königsfarn,Königsfarngewächse,3,Sonne bis Schatten,feucht,normaler Boden,sauer,durchlässig bis humus,"bis -45,5 °C (bis Klimazone 2)",130,NA,NA,NA,NA,NA,NA,NA,100+ cm
Thüringen,Oxytropis pilosa,Steppen-Spitzkiel,Hülsenfrüchtler,3,Sonne,trocken,nährstoffarmer bis normaler Boden,basisch / kalk,durchlässig,NA,40,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Petrorhagia prolifera,Sprossende Felsennelke,Nelkengewächse,2,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig bis humus,NA,40,rosa,NA,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Peucedanum alsaticum,Elsässer Haarstrang,Doldenblütler,V,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig,NA,120,weiß,Bienenweide,NA,NA,NA,NA,NA,100+ cm
Thüringen,Peucedanum cervaria,Hirschwurz-Haarstrang,Doldenblütler,2,Sonne bis Halbschatten,frisch bis trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis lehmig,bis -23 °C (bis Klimazone 6),120,weiß,Bienenweide (4 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,100+ cm
Thüringen,Peucedanum officinale,Echter Haarstrang,Doldenblütler,0,Sonne bis Halbschatten,frisch,normaler bis nährstoffreicher Boden,basisch / kalk,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),170,grün,Bienenweide,Schmetterlingsweide (9 Arten),NA,8 fressende Arten,NA,NA,100+ cm
Thüringen,Peucedanum oreoselinum,Berg-Haarstrang,Doldenblütler,2,Sonne bis Halbschatten,frisch bis trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis humus,NA,100,weiß,Bienenweide (1 Arten),Schmetterlingsweide (8 Arten),NA,8 fressende Arten,NA,NA,60-100 cm
Thüringen,Peucedanum ostruthium,Meisterwurz,Doldenblütler,2,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,basisch / kalk,NA,bis -28 °C (bis Klimazone 5),100,weiß,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Peucedanum palustre,Sumpf-Haarstrang,Doldenblütler,V,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,sauer,normal,NA,150,weiß,NA,Schmetterlingsweide (4 Arten),NA,4 fressende Arten,NA,NA,100+ cm
Thüringen,Phegopteris connectilis,Buchenfarn,Sumpffarngewächse,3,Sonne bis Schatten,feucht bis frisch,nährstoffreicher Boden,sauer,durchlässig bis humus,bis -28 °C (bis Klimazone 5),50,grün,NA,NA,NA,NA,NA,NA,40-60 cm
Thüringen,Phleum phleoides,Steppen-Lieschgras,Süßgräser,2,Sonne,trocken,normaler Boden,NA,normal,NA,50,grün,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Physalis alkekengi,Lampionkirsche,Nachtschattengewächse,3,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,basisch / kalk,durchlässig bis normal,bis -17 °C (bis Klimazone 7),80,weiß,Bienenweide,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Phyteuma nigrum,Schwarze Teufelskralle,Glockenblumengewächse,3,Sonne bis Halbschatten,frisch,normaler Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),50,violett,Bienenweide (2 Arten),NA,NA,NA,NA,NA,40-60 cm
Thüringen,Platanthera bifolia,Weiße Waldhyazinthe,Orchideen,V,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,durchlässig bis humus,NA,50,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Platanthera chlorantha,Grünliche Waldhyazinthe,Orchideen,2,Sonne bis Halbschatten,NA,normaler Boden,basisch / kalk,lehmig,NA,60,grün,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,40-60 cm
Thüringen,Polemonium caeruleum,"Blaue Himmelsleiter,Jakobsleiter",Sperrkrautgewächse,0,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,"bis -45,5 °C (bis Klimazone 2)",100,blau,Bienenweide,NA,NA,NA,NA,ja,60-100 cm
Thüringen,Polygala comosa,Schopf-Kreuzblümchen,Kreuzblumengewächse,3,Sonne,frisch bis trocken,normaler Boden,NA,durchlässig bis humus,NA,30,rosa,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Thüringen,Polygonatum odoratum,"Echtes Salomonssiegel,Wohlriechende Weißwurz",Spargelgewächse,V,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig bis humus,bis -34 °C (bis Klimazone 4),40,weiß,Bienenweide (1 Arten),NA,NA,NA,NA,NA,0-40 cm
Thüringen,Polygonatum verticillatum,Quirlblättrige Weißwurz,Spargelgewächse,V,Halbschatten bis Schatten,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),100,weiß,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Polypodium vulgare,Gemeiner Tüpfelfarn,Tüpfelfarngewächse,3,Halbschatten bis Schatten,frisch,nährstoffarmer Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),30,NA,NA,NA,NA,NA,NA,"ja, Kübelgröße mittel",0-40 cm
Thüringen,Polystichum aculeatum,"Gelappter Schildfarn,Stacheliger Schildfarn, Glanz-Schildfarn",Wurmfarngewächse,2,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),80,NA,NA,NA,NA,NA,NA,ja,60-100 cm
Thüringen,Populus nigra,"Schwarz-Pappel,Saarbaum",Weidengewächse,2,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,basisch / kalk,durchlässig bis humus,NA,2500,gelb,NA,Schmetterlingsweide (39 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Potamogeton lucens,Spiegelndes Laichkraut,Laichkrautgewächse,3,NA,Wasserpflanze,nährstoffarmer Boden,NA,NA,bis -23 °C (bis Klimazone 6),350,grün,NA,NA,NA,NA,NA,NA,100+ cm
Thüringen,Potentilla alba,Weißes Fingerkraut,Rosengewächse,V,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,normal,bis -28 °C (bis Klimazone 5),20,weiß,Bienenweide,NA,NA,NA,NA,NA,0-40 cm
Thüringen,Potentilla anglica,"Englisches Fingerkraut,Niederliegendes Fingerkraut",Rosengewächse,V,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,lehmig,NA,70,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Thüringen,Potentilla argentea,Silber-Fingerkraut,Rosengewächse,V,Sonne,trocken,normaler Boden,NA,humus,bis -34 °C (bis Klimazone 4),40,gelb,Bienenweide (5 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Thüringen,Potentilla incana,Sand-Fingerkraut,Rosengewächse,2,Sonne bis Schatten,frisch bis trocken,normaler Boden,NA,durchlässig bis normal,bis -28 °C (bis Klimazone 5),100,gelb,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,60-100 cm
Thüringen,Potentilla palustris,"Sumpfblutauge,Sumpf-Fingerkraut",Rosengewächse,V,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,sauer,lehmig,bis -40 °C (bis Klimazone 3),70,rot,Bienenweide,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Potentilla recta,Aufrechtes Fingerkraut,Rosengewächse,1,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,bis -34 °C (bis Klimazone 4),70,gelb,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,ja,60-100 cm
Thüringen,Potentilla rupestris,Felsen-Fingerkraut,Rosengewächse,3,Sonne bis Halbschatten,trocken,normaler Boden,NA,normal,NA,40,weiß,Bienenweide,NA,NA,NA,NA,ja,0-40 cm
Thüringen,Prenanthes purpurea,Purpur-Hasenlattich,Korbblütler,V,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,lehmig,NA,150,pink,NA,Schmetterlingsweide (7 Arten),NA,NA,NA,NA,100+ cm
Thüringen,Prunella grandiflora,Großblütige Braunelle,Lippenblütler,1,Sonne bis Halbschatten,frisch bis trocken,nährstoffarmer Boden,NA,durchlässig,bis -28 °C (bis Klimazone 5),60,blau,Bienenweide,Schmetterlingsweide (5 Arten),NA,NA,ja,ja,40-60 cm
Thüringen,Pseudolysimachion longifolium,Langblättriger Ehrenpreis,Wegerichgewächse,2,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis humus,NA,80,blau,NA,NA,NA,NA,NA,NA,60-100 cm
Thüringen,Pulicaria dysenterica,Großes Flohkraut,Korbblütler,1,Sonne,feucht bis frisch,nährstoffreicher Boden,NA,lehmig,NA,60,gelb,Bienenweide (5 Arten),NA,NA,NA,NA,NA,40-60 cm
